timestamp,angle,x,y,xx,yy,zz
0.013566370614359172,0.7863981633974482,1.2112571145736495e-19,1.6940658945086007e-21,1.2112571145736495e-19,0.013566370614359172,1.6940658945086007e-6
0.026132741228718347,0.7863981633974482,4.404571325722362e-19,2.541098841762901e-21,4.404571325722362e-19,0.026132741228718347,2.541098841762901e-6
0.03869911184307752,0.7863981633974482,9.30465692558849e-19,-3.8116482626443515e-21,9.30465692558849e-19,0.03869911184307752,-3.8116482626443515e-6
0.051265482457436694,0.7863981633974482,1.525506338004995e-18,3.3881317890172014e-21,1.525506338004995e-18,0.051265482457436694,3.3881317890172014e-6
0.06383185307179587,0.7863981633974482,2.1332524776599554e-18,-1.2705494208814505e-21,2.1332524776599554e-18,0.06383185307179587,-1.2705494208814505e-6
0.07639822368615504,0.7863981633974482,2.6643421355884017e-18,8.470329472543003e-22,2.6643421355884017e-18,0.07639822368615504,8.470329472543003e-7
0.08896459430051422,0.7863981633974482,3.0311074017495138e-18,2.541098841762901e-21,3.0311074017495138e-18,0.08896459430051422,2.541098841762901e-6
0.10153096491487339,0.7863981633974482,3.170444321572846e-18,3.3881317890172014e-21,3.170444321572846e-18,0.10153096491487339,3.3881317890172014e-6
0.11409733552923255,0.7863981633974482,3.023484105224225e-18,1.6940658945086007e-21,3.023484105224225e-18,0.11409733552923255,1.6940658945086007e-6
0.12666370614359174,0.7863981633974482,2.603991038096533e-18,2.117582368135751e-21,2.603991038096533e-18,0.12666370614359174,2.117582368135751e-6
0.1392300767579509,0.7863981633974482,1.9488110533953315e-18,4.235164736271502e-22,1.9488110533953315e-18,0.1392300767579509,4.2351647362715017e-7
0.15179644737231007,0.7863981633974482,1.1071779411797773e-18,2.6469779601696886e-22,1.1071779411797773e-18,0.15179644737231007,2.6469779601696886e-7
0.16436281798666924,0.7863981633974482,1.768445975189369e-19,-5.293955920339377e-23,1.768445975189369e-19,0.16436281798666924,-5.293955920339377e-8
0.17692918860102844,0.7863981633974482,-7.55023993358802e-19,-2.117582368135751e-21,-7.55023993358802e-19,0.17692918860102844,-2.117582368135751e-6
0.1894955592153876,0.7863981633974482,-1.5881867761018131e-18,-2.117582368135751e-22,-1.5881867761018131e-18,0.1894955592153876,-2.1175823681357508e-7
0.20206192982974677,0.7863981633974482,-2.2617897274057955e-18,-4.235164736271502e-22,-2.2617897274057955e-18,0.20206192982974677,-4.2351647362715017e-7
0.21462830044410594,0.7863981633974482,-2.7272343319220335e-18,-4.235164736271502e-22,-2.7272343319220335e-18,0.21462830044410594,-4.2351647362715017e-7
0.2271946710584651,0.7863981633974482,-2.9675799307054412e-18,-1.0587911840678754e-21,-2.9675799307054412e-18,0.2271946710584651,-1.0587911840678754e-6
0.2397610416728243,0.7863981633974482,-3.001037732121986e-18,1.2705494208814505e-21,-3.001037732121986e-18,0.2397610416728243,1.2705494208814505e-6
0.2523274122871835,0.7863981633974482,-2.868053559403061e-18,2.117582368135751e-21,-2.868053559403061e-18,0.2523274122871835,2.117582368135751e-6
0.26489378290154264,0.7863981633974482,-2.6274962023828397e-18,2.541098841762901e-21,-2.6274962023828397e-18,0.26489378290154264,2.541098841762901e-6
0.2774601535159018,0.7863981633974482,-2.3314581873174617e-18,8.470329472543003e-22,-2.3314581873174617e-18,0.2774601535159018,8.470329472543003e-7
0.290026524130261,0.7863981633974482,-2.039231820514728e-18,-4.235164736271502e-22,-2.039231820514728e-18,0.290026524130261,-4.2351647362715017e-7
0.30259289474462014,0.7863981633974482,-1.785545452812065e-18,4.235164736271502e-22,-1.785545452812065e-18,0.30259289474462014,4.2351647362715017e-7
0.3151592653589793,0.7863981633974482,-1.5941160067325932e-18,8.470329472543003e-22,-1.5941160067325932e-18,0.3151592653589793,8.470329472543003e-7
0.3277256359733385,0.7863981633974482,-1.4640964493290581e-18,0,-1.4640964493290581e-18,0.3277256359733385,0
0.3402920065876977,0.7863981633974482,-1.381934253445391e-18,2.117582368135751e-22,-1.381934253445391e-18,0.3402920065876977,2.1175823681357508e-7
0.35285837720205687,0.7863981633974482,-1.3306887601365058e-18,-1.6940658945086007e-21,-1.3306887601365058e-18,0.35285837720205687,-1.6940658945086007e-6
0.36542474781641604,0.7863981633974482,-1.2807138162485021e-18,-1.2705494208814505e-21,-1.2807138162485021e-18,0.36542474781641604,-1.2705494208814505e-6
0.3779911184307752,0.7863981633974482,-1.2146452463626667e-18,6.352747104407253e-22,-1.2146452463626667e-18,0.3779911184307752,6.352747104407253e-7
0.3905574890451344,0.7863981633974482,-1.1172364574284221e-18,-1.4823076576950256e-21,-1.1172364574284221e-18,0.3905574890451344,-1.4823076576950256e-6
0.40312385965949354,0.7863981633974482,-9.870051417880735e-19,1.6940658945086007e-21,-9.870051417880735e-19,0.40312385965949354,1.6940658945086007e-6
0.4156902302738527,0.7863981633974482,-8.254336070993157e-19,-1.0587911840678754e-22,-8.254336070993157e-19,0.4156902302738527,-1.0587911840678754e-7
0.4282566008882119,0.7863981633974482,-6.475566881759126e-19,-1.0587911840678754e-22,-6.475566881759126e-19,0.4282566008882119,-1.0587911840678754e-7
0.44082297150257105,0.7863981633974482,-4.679857033580009e-19,-2.6469779601696886e-22,-4.679857033580009e-19,0.44082297150257105,-2.6469779601696886e-7
0.4533893421169302,0.7863981633974482,-3.0482598189314133e-19,7.411538288475128e-22,-3.0482598189314133e-19,0.4533893421169302,7.411538288475128e-7
0.4659557127312894,0.7863981633974482,-1.6760664443794468e-19,-2.6469779601696886e-23,-1.6760664443794468e-19,0.4659557127312894,-2.6469779601696886e-8
