1;99.94126357131593
64;14013.178597560813
127;23291.40860490674
252;23506.35979578912
315;21426.99958988601
378;6449.070533631293
411;733.2372691274
441;18842.47552753591
504;13480.696502567687
567;7895.049705957681
590;949.156222238894
629;10336.413894070789
692;6392.417533585897
755;5637.492661409082
818;4365.459914552869
881;2400.0178747828313
944;2822.634562657884
1007;1423.337081885909
1132;1115.9542556783201
1196;387.99015807647055
1321;367.7245581963266
1419;5.38586830930928
1635;33.18514961221253
2113;0.06144174405004117
