1;122.70407824929654
64;14906.033097240193
127;23690.85029261511
252;18985.091675541767
315;16851.47361725807
378;11094.04050526521
441;12693.528334090839
567;9164.24271176479
755;4115.62670568365
818;2733.2488194057373
944;1387.1674003912776
960;165.54417412065945
1007;873.837905279108
1133;402.03727153901275
1195;200.9389356399253
1258;165.73652175455436
1321;102.35143277579857
1339;13.90676322472236
1384;33.3212075569879
1447;45.68203365358196
1510;21.91386842269255
1636;10.032853549802027
1678;0.3958707779514772
1887;0.8141366385061442
2035;0.044171304531749465
2200;0.04983156877079375
