"harm","ampl","angle","submarker","source_harm","round_harm","marker"
1.01859163578813,101.69343216185,1.15,"0",64,1,"0 - 3"
2.02126777726707,167.027621274038,1.15,"3",127,2,"0 - 3"
0.0159154943091895,47.1040748006904,1.17,"1",1,0,"0 - 3"
1.01859163578813,98.0296615649652,1.17,"0",64,1,"0 - 3"
2.02126777726707,168.681201341682,1.17,"3",127,2,"0 - 3"
0.0159154943091895,48.7275306655403,1.19,"1",1,0,"0 - 3"
1.01859163578813,94.3100978583507,1.19,"0",64,1,"0 - 3"
2.02126777726707,170.242576094232,1.19,"3",127,2,"0 - 3"
0.0159154943091895,50.1214135443041,1.21,"1",1,0,"0 - 3"
1.01859163578813,90.3777793912902,1.21,"0",64,1,"0 - 3"
2.02126777726707,171.724941988132,1.21,"3",127,2,"0 - 3"
0.0159154943091895,51.2665524168006,1.23,"1",1,0,"0 - 3"
1.01859163578813,86.131913594676,1.23,"0",64,1,"0 - 3"
2.02126777726707,173.115400979666,1.23,"3",127,2,"0 - 3"
0.0159154943091895,52.1544505245939,1.25,"1",1,0,"0 - 3"
1.01859163578813,81.5391325523261,1.25,"0",64,1,"0 - 3"
2.02126777726707,174.387646754511,1.25,"3",127,2,"0 - 3"
0.0159154943091895,52.7798761583826,1.27,"1",1,0,"0 - 3"
1.01859163578813,76.6225497067326,1.27,"0",64,1,"0 - 3"
2.02126777726707,175.52284174509,1.27,"3",127,2,"0 - 3"
0.0159154943091895,53.1369650476438,1.29,"1",1,0,"0 - 3"
1.01859163578813,71.441410533401,1.29,"0",64,1,"0 - 3"
2.02126777726707,176.525078231516,1.29,"3",127,2,"0 - 3"
0.0159154943091895,53.219268737032,1.31,"1",1,0,"0 - 3"
1.01859163578813,66.072387645718,1.31,"0",64,1,"0 - 3"
2.02126777726707,177.425018621147,1.31,"3",127,2,"0 - 3"
0.0159154943091895,53.0227310969527,1.33,"1",1,0,"0 - 3"
1.01859163578813,60.5972089089982,1.33,"0",64,1,"0 - 3"
2.02126777726707,178.271607542272,1.33,"3",127,2,"0 - 3"
0.0159154943091895,52.5497439618978,1.35,"1",1,0,"0 - 3"
1.01859163578813,55.0955898481726,1.35,"0",64,1,"0 - 3"
2.02126777726707,179.115794529302,1.35,"3",127,2,"0 - 3"
0.0159154943091895,51.8118348915534,1.37,"1",1,0,"0 - 3"
1.01859163578813,49.6400508665568,1.37,"0",64,1,"0 - 3"
2.02126777726707,179.993137456496,1.37,"3",127,2,"0 - 3"
0.0159154943091895,50.8289910170943,1.39,"1",1,0,"0 - 3"
1.01859163578813,44.2903070220944,1.39,"0",64,1,"0 - 3"
2.02126777726707,180.913010986496,1.39,"3",127,2,"0 - 3"
0.0159154943091895,49.6255205740561,1.41,"1",1,0,"0 - 3"
1.01859163578813,39.087730728757,1.41,"0",64,1,"0 - 3"
2.02126777726707,181.858998184415,1.41,"3",127,2,"0 - 3"
0.0159154943091895,48.2245167250394,1.43,"1",1,0,"0 - 3"
1.01859163578813,34.0523445716664,1.43,"0",64,1,"0 - 3"
2.02126777726707,182.798937755298,1.43,"3",127,2,"0 - 3"
0.0159154943091895,46.6436935005648,1.45,"1",1,0,"0 - 3"
1.01859163578813,29.1844693862753,1.45,"0",64,1,"0 - 3"
2.02126777726707,183.698221648578,1.45,"3",127,2,"0 - 3"
0.0159154943091895,44.89416618218,1.47,"1",1,0,"0 - 3"
1.01859163578813,24.4712488682543,1.47,"0",64,1,"0 - 3"
2.02126777726707,184.529596226219,1.47,"3",127,2,"0 - 3"
0.0159154943091895,42.9818156650049,1.49,"1",1,0,"0 - 3"
1.01859163578813,19.8969173686927,1.49,"0",64,1,"0 - 3"
2.02126777726707,185.276332346131,1.49,"3",127,2,"0 - 3"
0.0159154943091895,40.9096799987055,1.51,"1",1,0,"0 - 3"
1.01859163578813,15.4573863820974,1.51,"0",64,1,"0 - 3"
2.02126777726707,185.929918174762,1.51,"3",127,2,"0 - 3"
0.0159154943091895,38.6798674289173,1.53,"1",1,0,"0 - 3"
1.01859163578813,11.1903209164481,1.53,"0",64,1,"0 - 3"
2.02126777726707,186.485675269761,1.53,"3",127,2,"0 - 3"
0.0159154943091895,36.2942804048747,1.55,"1",1,0,"0 - 3"
2.02126777726707,186.93947423634,1.55,"3",127,2,"0 - 3"
0.0159154943091895,33.754232386535,1.57,"1",1,0,"0 - 3"
2.02126777726707,187.28719527978,1.57,"3",127,2,"0 - 3"
4.01070456591576,24.7633906129785,0.01,"0",252,4,"4 - 7"
5.0133807073947,50.7016524927566,0.01,"3",315,5,"4 - 7"
6.01605684887364,24.5081662738241,0.01,"2",378,6,"4 - 7"
7.01873299035258,19.3236548349475,0.01,"1",441,7,"4 - 7"
4.01070456591576,24.1555365571485,0.03,"0",252,4,"4 - 7"
5.0133807073947,52.2583669129092,0.03,"3",315,5,"4 - 7"
6.01605684887364,24.2428381406425,0.03,"2",378,6,"4 - 7"
7.01873299035258,19.3678610308772,0.03,"1",441,7,"4 - 7"
4.01070456591576,23.5470487485927,0.05,"0",252,4,"4 - 7"
5.0133807073947,53.7446537167684,0.05,"3",315,5,"4 - 7"
6.01605684887364,23.8852090760071,0.05,"2",378,6,"4 - 7"
7.01873299035258,19.3195458139164,0.05,"1",441,7,"4 - 7"
4.01070456591576,22.9464368513986,0.07,"0",252,4,"4 - 7"
5.0133807073947,55.1570784019252,0.07,"3",315,5,"4 - 7"
6.01605684887364,23.4413800388369,0.07,"2",378,6,"4 - 7"
7.01873299035258,19.1896322571219,0.07,"1",441,7,"4 - 7"
4.01070456591576,22.3677593654772,0.09,"0",252,4,"4 - 7"
5.0133807073947,56.4914920957607,0.09,"3",315,5,"4 - 7"
6.01605684887364,22.9163698207375,0.09,"2",378,6,"4 - 7"
7.01873299035258,18.9854352498944,0.09,"1",441,7,"4 - 7"
4.01070456591576,21.8330326506857,0.11,"0",252,4,"4 - 7"
5.0133807073947,57.7441368609327,0.11,"3",315,5,"4 - 7"
6.01605684887364,22.3145197833094,0.11,"2",378,6,"4 - 7"
7.01873299035258,18.713918369232,0.11,"1",441,7,"4 - 7"
4.01070456591576,21.371220114868,0.13,"0",252,4,"4 - 7"
5.0133807073947,58.9110490699197,0.13,"3",315,5,"4 - 7"
6.01605684887364,21.6405871827322,0.13,"2",378,6,"4 - 7"
7.01873299035258,18.3830392395104,0.13,"1",441,7,"4 - 7"
4.01070456591576,21.0155423860813,0.15,"0",252,4,"4 - 7"
5.0133807073947,59.9873878650255,0.15,"3",315,5,"4 - 7"
6.01605684887364,20.9004531812882,0.15,"2",378,6,"4 - 7"
7.01873299035258,18.002132226184,0.15,"1",441,7,"4 - 7"
4.01070456591576,20.8000996155864,0.17,"0",252,4,"4 - 7"
5.0133807073947,60.9672957155076,0.17,"3",315,5,"4 - 7"
6.01605684887364,20.1013533617882,0.17,"2",378,6,"4 - 7"
7.01873299035258,17.5821156679219,0.17,"1",441,7,"4 - 7"
4.01070456591576,20.7562221123707,0.19,"0",252,4,"4 - 7"
5.0133807073947,61.8442335255129,0.19,"3",315,5,"4 - 7"
6.01605684887364,19.251850012478,0.19,"2",378,6,"4 - 7"
7.01873299035258,17.1358056313626,0.19,"1",441,7,"4 - 7"
4.01070456591576,20.9089026008256,0.21,"0",252,4,"4 - 7"
5.0133807073947,62.6115397585878,0.21,"3",315,5,"4 - 7"
6.01605684887364,18.3617226652778,0.21,"2",378,6,"4 - 7"
7.01873299035258,16.6783012373623,0.21,"1",441,7,"4 - 7"
4.01070456591576,21.2738864354072,0.23,"0",252,4,"4 - 7"
5.0133807073947,63.2630144426904,0.23,"3",315,5,"4 - 7"
6.01605684887364,17.441840085438,0.23,"2",378,6,"4 - 7"
7.01873299035258,16.2272928483955,0.23,"1",441,7,"4 - 7"
4.01070456591576,21.8560902296613,0.25,"0",252,4,"4 - 7"
5.0133807073947,63.7934311100428,0.25,"3",315,5,"4 - 7"
6.01605684887364,16.5040028745058,0.25,"2",378,6,"4 - 7"
7.01873299035258,15.8031205818511,0.25,"1",441,7,"4 - 7"
4.01070456591576,22.6497375466386,0.27,"0",252,4,"4 - 7"
5.0133807073947,64.1989498845404,0.27,"3",315,5,"4 - 7"
6.01605684887364,15.5607204279478,0.27,"2",378,6,"4 - 7"
7.01873299035258,15.4284093554848,0.27,"1",441,7,"4 - 7"
4.01070456591576,23.6400514923746,0.29,"0",252,4,"4 - 7"
5.0133807073947,64.4774331898737,0.29,"3",315,5,"4 - 7"
6.01605684887364,14.6248911096602,0.29,"2",378,6,"4 - 7"
7.01873299035258,15.1271258615539,0.29,"1",441,7,"4 - 7"
4.01070456591576,24.8058730216115,0.31,"0",252,4,"4 - 7"
5.0133807073947,64.6286719591243,0.31,"3",315,5,"4 - 7"
6.01605684887364,13.7093723060172,0.31,"2",378,6,"4 - 7"
7.01873299035258,14.9229747237473,0.31,"1",441,7,"4 - 7"
4.01070456591576,26.1224409369087,0.33,"0",252,4,"4 - 7"
5.0133807073947,64.6545371818642,0.33,"3",315,5,"4 - 7"
6.01605684887364,12.8264436654885,0.33,"2",378,6,"4 - 7"
7.01873299035258,14.8372060402341,0.33,"1",441,7,"4 - 7"
4.01070456591576,27.5637638013222,0.35,"0",252,4,"4 - 7"
5.0133807073947,64.5590851560099,0.35,"3",315,5,"4 - 7"
6.01605684887364,11.9871743805499,0.35,"2",378,6,"4 - 7"
7.01873299035258,14.8861364626212,0.35,"1",441,7,"4 - 7"
4.01070456591576,29.1043395213061,0.37,"0",252,4,"4 - 7"
5.0133807073947,64.3486489363812,0.37,"3",315,5,"4 - 7"
6.01605684887364,11.2007075579402,0.37,"2",378,6,"4 - 7"
7.01873299035258,15.0789112202392,0.37,"1",441,7,"4 - 7"
4.01070456591576,30.7202418191614,0.39,"0",252,4,"4 - 7"
5.0133807073947,64.0319222518245,0.39,"3",315,5,"4 - 7"
6.01605684887364,10.4734893127551,0.39,"2",378,6,"4 - 7"
7.01873299035258,15.416111742722,0.39,"1",441,7,"4 - 7"
4.01070456591576,32.3897076427464,0.41,"0",252,4,"4 - 7"
5.0133807073947,63.6199891752093,0.41,"3",315,5,"4 - 7"
6.01605684887364,9.80851704753076,0.41,"2",378,6,"4 - 7"
7.01873299035258,15.8896290499269,0.41,"1",441,7,"4 - 7"
4.01070456591576,34.0933498314402,0.43,"0",252,4,"4 - 7"
5.0133807073947,63.1262109454169,0.43,"3",315,5,"4 - 7"
6.01605684887364,9.2047563209054,0.43,"2",378,6,"4 - 7"
7.01873299035258,16.4838208546899,0.43,"1",441,7,"4 - 7"
4.01070456591576,35.8140704200065,0.45,"0",252,4,"4 - 7"
5.0133807073947,62.5658936291388,0.45,"3",315,5,"4 - 7"
6.01605684887364,8.65693291692742,0.45,"2",378,6,"4 - 7"
7.01873299035258,17.1775609341976,0.45,"1",441,7,"4 - 7"
4.01070456591576,37.5367384624921,0.47,"0",252,4,"4 - 7"
5.0133807073947,61.9557312979445,0.47,"3",315,5,"4 - 7"
6.01605684887364,8.15588001182671,0.47,"2",378,6,"4 - 7"
7.01873299035258,17.9465874556423,0.47,"1",441,7,"4 - 7"
4.01070456591576,39.2477355230809,0.49,"0",252,4,"4 - 7"
5.0133807073947,61.3131038772621,0.49,"3",315,5,"4 - 7"
7.01873299035258,18.7656174668481,0.49,"1",441,7,"4 - 7"
4.01070456591576,40.934511346696,0.51,"0",252,4,"4 - 7"
5.0133807073947,60.6553494301794,0.51,"3",315,5,"4 - 7"
7.01873299035258,19.6099149157825,0.51,"1",441,7,"4 - 7"
4.01070456591576,42.5852706435307,0.53,"0",252,4,"4 - 7"
5.0133807073947,59.999108081196,0.53,"3",315,5,"4 - 7"
7.01873299035258,20.4562384600019,0.53,"1",441,7,"4 - 7"
4.01070456591576,44.1888181407194,0.55,"0",252,4,"4 - 7"
5.0133807073947,59.3597812739116,0.55,"3",315,5,"4 - 7"
7.01873299035258,21.2832662029233,0.55,"1",441,7,"4 - 7"
4.01070456591576,45.734476433307,0.57,"0",252,4,"4 - 7"
5.0133807073947,58.7511153424248,0.57,"3",315,5,"4 - 7"
7.01873299035258,22.071677797823,0.57,"1",441,7,"4 - 7"
4.01070456591576,47.211937644701,0.59,"0",252,4,"4 - 7"
5.0133807073947,58.1849236051097,0.59,"3",315,5,"4 - 7"
7.01873299035258,22.8040887937654,0.59,"1",441,7,"4 - 7"
4.01070456591576,48.6109585079331,0.61,"0",252,4,"4 - 7"
5.0133807073947,57.6709829195394,0.61,"3",315,5,"4 - 7"
7.01873299035258,23.4650042240207,0.61,"1",441,7,"4 - 7"
4.01070456591576,49.9209339311104,0.63,"0",252,4,"4 - 7"
5.0133807073947,57.2171360027007,0.63,"3",315,5,"4 - 7"
7.01873299035258,24.0409061474084,0.63,"1",441,7,"4 - 7"
4.01070456591576,51.1305074692636,0.65,"0",252,4,"4 - 7"
5.0133807073947,56.8295790647097,0.65,"3",315,5,"4 - 7"
7.01873299035258,24.5205212328212,0.65,"1",441,7,"4 - 7"
4.01070456591576,52.2274169591485,0.67,"0",252,4,"4 - 7"
5.0133807073947,56.5132385307156,0.67,"3",315,5,"4 - 7"
7.01873299035258,24.8952369687015,0.67,"1",441,7,"4 - 7"
4.01070456591576,53.1986996938428,0.69,"0",252,4,"4 - 7"
5.0133807073947,56.2720916590564,0.69,"3",315,5,"4 - 7"
7.01873299035258,25.1595642939811,0.69,"1",441,7,"4 - 7"
4.01070456591576,54.0312352838308,0.71,"0",252,4,"4 - 7"
5.0133807073947,56.1093020995158,0.71,"3",315,5,"4 - 7"
7.01873299035258,25.3115028658823,0.71,"1",441,7,"4 - 7"
4.01070456591576,54.7124707308654,0.73,"0",252,4,"4 - 7"
5.0133807073947,56.0271187539551,0.73,"3",315,5,"4 - 7"
7.01873299035258,25.3526703640618,0.73,"1",441,7,"4 - 7"
4.01070456591576,55.2311228700933,0.75,"0",252,4,"4 - 7"
5.0133807073947,56.0265823658714,0.75,"3",315,5,"4 - 7"
7.01873299035258,25.2881093244733,0.75,"1",441,7,"4 - 7"
4.01070456591576,55.5777020929919,0.77,"0",252,4,"4 - 7"
5.0133807073947,56.1071502835154,0.77,"3",315,5,"4 - 7"
7.01873299035258,25.1257643857372,0.77,"1",441,7,"4 - 7"
4.01070456591576,55.7448033911637,0.79,"0",252,4,"4 - 7"
5.0133807073947,56.2663612208363,0.79,"3",315,5,"4 - 7"
7.01873299035258,24.8757000799787,0.79,"1",441,7,"4 - 7"
4.01070456591576,55.7272014981263,0.81,"0",252,4,"4 - 7"
5.0133807073947,56.4996264928507,0.81,"3",315,5,"4 - 7"
7.01873299035258,24.5491797406984,0.81,"1",441,7,"4 - 7"
4.01070456591576,55.5218270243956,0.83,"0",252,4,"4 - 7"
5.0133807073947,56.800180471668,0.83,"3",315,5,"4 - 7"
7.01873299035258,24.1577393796111,0.83,"1",441,7,"4 - 7"
4.01070456591576,55.1276972606351,0.85,"0",252,4,"4 - 7"
5.0133807073947,57.1591826770914,0.85,"3",315,5,"4 - 7"
7.01873299035258,23.7123711743829,0.85,"1",441,7,"4 - 7"
4.01070456591576,54.5458705142605,0.87,"0",252,4,"4 - 7"
5.0133807073947,57.5659607572657,0.87,"3",315,5,"4 - 7"
7.01873299035258,23.2228942210712,0.87,"1",441,7,"4 - 7"
4.01070456591576,53.7795285960327,0.89,"0",252,4,"4 - 7"
5.0133807073947,58.0084256295585,0.89,"3",315,5,"4 - 7"
7.01873299035258,22.6975543427285,0.89,"1",441,7,"4 - 7"
4.01070456591576,52.834368646738,0.91,"0",252,4,"4 - 7"
5.0133807073947,58.4737575599495,0.91,"3",315,5,"4 - 7"
7.01873299035258,22.1428768010612,0.91,"1",441,7,"4 - 7"
4.01070456591576,51.7195241570307,0.93,"0",252,4,"4 - 7"
5.0133807073947,58.9494923965275,0.93,"3",315,5,"4 - 7"
7.01873299035258,21.563798917428,0.93,"1",441,7,"4 - 7"
4.01070456591576,50.4490773929375,0.95,"0",252,4,"4 - 7"
5.0133807073947,59.4250301688664,0.95,"3",315,5,"4 - 7"
7.01873299035258,20.9641061517302,0.95,"1",441,7,"4 - 7"
4.01070456591576,49.0437275261132,0.97,"0",252,4,"4 - 7"
5.0133807073947,59.8932716440319,0.97,"3",315,5,"4 - 7"
7.01873299035258,20.3471225816654,0.97,"1",441,7,"4 - 7"
4.01070456591576,47.5314299487378,0.99,"0",252,4,"4 - 7"
