"harm","ampl","angle","submarker","source_harm","round_harm","marker"
2.02126777726707,143.462177237979,0.79,"3",127,2,"0 - 3"
1.01859163578813,149.275919515639,0.81,"0",64,1,"0 - 3"
2.02126777726707,144.214944163381,0.81,"3",127,2,"0 - 3"
1.01859163578813,150.508676292485,0.83,"0",64,1,"0 - 3"
2.02126777726707,144.780601632428,0.83,"3",127,2,"0 - 3"
0.0159154943091895,10.3763202890005,0.85,"1",1,0,"0 - 3"
1.01859163578813,151.785759994546,0.85,"0",64,1,"0 - 3"
2.02126777726707,145.138153407778,0.85,"3",127,2,"0 - 3"
0.0159154943091895,13.1289645815545,0.87,"1",1,0,"0 - 3"
1.01859163578813,153.102356148642,0.87,"0",64,1,"0 - 3"
2.02126777726707,145.280264205788,0.87,"3",127,2,"0 - 3"
0.0159154943091895,15.8837003586279,0.89,"1",1,0,"0 - 3"
1.01859163578813,154.463138930318,0.89,"0",64,1,"0 - 3"
2.02126777726707,145.213615070192,0.89,"3",127,2,"0 - 3"
0.0159154943091895,18.6324517473462,0.91,"1",1,0,"0 - 3"
1.01859163578813,155.880915113331,0.91,"0",64,1,"0 - 3"
2.02126777726707,144.957250080451,0.91,"3",127,2,"0 - 3"
0.0159154943091895,21.3616224746017,0.93,"1",1,0,"0 - 3"
1.01859163578813,157.372334922793,0.93,"0",64,1,"0 - 3"
2.02126777726707,144.538564323547,0.93,"3",127,2,"0 - 3"
0.0159154943091895,24.0538432998142,0.95,"1",1,0,"0 - 3"
1.01859163578813,158.949508773887,0.95,"0",64,1,"0 - 3"
2.02126777726707,143.986547775682,0.95,"3",127,2,"0 - 3"
0.0159154943091895,26.6931217135801,0.97,"1",1,0,"0 - 3"
1.01859163578813,160.60818019914,0.97,"0",64,1,"0 - 3"
2.02126777726707,143.322699237518,0.97,"3",127,2,"0 - 3"
0.0159154943091895,29.2737460819208,0.99,"1",1,0,"0 - 3"
1.01859163578813,162.316635093348,0.99,"0",64,1,"0 - 3"
2.02126777726707,142.551824549484,0.99,"3",127,2,"0 - 3"
0.0159154943091895,31.8105616436805,1.01,"1",1,0,"0 - 3"
1.01859163578813,164.012823964182,1.01,"0",64,1,"0 - 3"
2.02126777726707,141.656815716708,1.01,"3",127,2,"0 - 3"
0.0159154943091895,34.3447796026895,1.03,"1",1,0,"0 - 3"
1.01859163578813,165.616580433011,1.03,"0",64,1,"0 - 3"
2.02126777726707,140.601636508819,1.03,"3",127,2,"0 - 3"
0.0159154943091895,36.9382504830197,1.05,"1",1,0,"0 - 3"
1.01859163578813,167.057042036295,1.05,"0",64,1,"0 - 3"
2.02126777726707,139.344026688077,1.05,"3",127,2,"0 - 3"
0.0159154943091895,39.6533914752942,1.07,"1",1,0,"0 - 3"
1.01859163578813,168.305078880471,1.07,"0",64,1,"0 - 3"
2.02126777726707,137.855095200874,1.07,"3",127,2,"0 - 3"
0.0159154943091895,42.5254043761637,1.09,"1",1,0,"0 - 3"
1.01859163578813,169.39382036511,1.09,"0",64,1,"0 - 3"
2.02126777726707,136.139220521341,1.09,"3",127,2,"0 - 3"
0.0159154943091895,45.5417916311578,1.11,"1",1,0,"0 - 3"
1.01859163578813,170.413407692715,1.11,"0",64,1,"0 - 3"
2.02126777726707,134.245381958781,1.11,"3",127,2,"0 - 3"
0.0159154943091895,48.6430497651126,1.13,"1",1,0,"0 - 3"
1.01859163578813,171.478979249357,1.13,"0",64,1,"0 - 3"
2.02126777726707,132.261390798785,1.13,"3",127,2,"0 - 3"
0.0159154943091895,51.7459320331408,1.15,"1",1,0,"0 - 3"
1.01859163578813,172.68675313143,1.15,"0",64,1,"0 - 3"
2.02126777726707,130.289068513766,1.15,"3",127,2,"0 - 3"
0.0159154943091895,54.775796282895,1.17,"1",1,0,"0 - 3"
1.01859163578813,174.081148129202,1.17,"0",64,1,"0 - 3"
2.02126777726707,128.410942596949,1.17,"3",127,2,"0 - 3"
0.0159154943091895,57.6897005188369,1.19,"1",1,0,"0 - 3"
1.01859163578813,175.648790640951,1.19,"0",64,1,"0 - 3"
2.02126777726707,126.667004615691,1.19,"3",127,2,"0 - 3"
0.0159154943091895,60.4804601328398,1.21,"1",1,0,"0 - 3"
1.01859163578813,177.337477240903,1.21,"0",64,1,"0 - 3"
2.02126777726707,125.053305395625,1.21,"3",127,2,"0 - 3"
0.0159154943091895,63.1651442993552,1.23,"1",1,0,"0 - 3"
1.01859163578813,179.084269354226,1.23,"0",64,1,"0 - 3"
2.02126777726707,123.538286603213,1.23,"3",127,2,"0 - 3"
0.0159154943091895,65.768571573201,1.25,"1",1,0,"0 - 3"
1.01859163578813,180.836927382533,1.25,"0",64,1,"0 - 3"
2.02126777726707,122.083257297721,1.25,"3",127,2,"0 - 3"
0.0159154943091895,68.3105635134403,1.27,"1",1,0,"0 - 3"
1.01859163578813,182.562774085852,1.27,"0",64,1,"0 - 3"
2.02126777726707,120.656395668123,1.27,"3",127,2,"0 - 3"
0.0159154943091895,70.8001465412398,1.29,"1",1,0,"0 - 3"
1.01859163578813,184.247826606181,1.29,"0",64,1,"0 - 3"
2.02126777726707,119.237953989649,1.29,"3",127,2,"0 - 3"
0.0159154943091895,73.2358582709064,1.31,"1",1,0,"0 - 3"
1.01859163578813,185.89103542516,1.31,"0",64,1,"0 - 3"
2.02126777726707,117.819627861964,1.31,"3",127,2,"0 - 3"
0.0159154943091895,75.609833754494,1.33,"1",1,0,"0 - 3"
1.01859163578813,187.49638607374,1.33,"0",64,1,"0 - 3"
2.02126777726707,116.401653545972,1.33,"3",127,2,"0 - 3"
0.0159154943091895,77.912995396168,1.35,"1",1,0,"0 - 3"
1.01859163578813,189.06440558656,1.35,"0",64,1,"0 - 3"
2.02126777726707,114.989774661188,1.35,"3",127,2,"0 - 3"
0.0159154943091895,80.1387768557622,1.37,"1",1,0,"0 - 3"
1.01859163578813,190.585519204183,1.37,"0",64,1,"0 - 3"
2.02126777726707,113.593020903797,1.37,"3",127,2,"0 - 3"
0.0159154943091895,82.2838017912954,1.39,"1",1,0,"0 - 3"
1.01859163578813,192.038191916404,1.39,"0",64,1,"0 - 3"
2.02126777726707,112.222639633322,1.39,"3",127,2,"0 - 3"
0.0159154943091895,84.3457672884678,1.41,"1",1,0,"0 - 3"
1.01859163578813,193.392788929101,1.41,"0",64,1,"0 - 3"
2.02126777726707,110.892065087683,1.41,"3",127,2,"0 - 3"
0.0159154943091895,86.3203413280024,1.43,"1",1,0,"0 - 3"
1.01859163578813,194.618791014267,1.43,"0",64,1,"0 - 3"
2.02126777726707,109.617356951267,1.43,"3",127,2,"0 - 3"
0.0159154943091895,88.1990867993217,1.45,"1",1,0,"0 - 3"
1.01859163578813,195.691290091887,1.45,"0",64,1,"0 - 3"
2.02126777726707,108.417391261814,1.45,"3",127,2,"0 - 3"
0.0159154943091895,89.9693334846721,1.47,"1",1,0,"0 - 3"
1.01859163578813,196.59383744931,1.47,"0",64,1,"0 - 3"
2.02126777726707,107.313411714523,1.47,"3",127,2,"0 - 3"
0.0159154943091895,91.6155648299453,1.49,"1",1,0,"0 - 3"
1.01859163578813,197.317372162908,1.49,"0",64,1,"0 - 3"
2.02126777726707,106.328025690975,1.49,"3",127,2,"0 - 3"
0.0159154943091895,93.1212118951427,1.51,"1",1,0,"0 - 3"
1.01859163578813,197.856948014345,1.51,"0",64,1,"0 - 3"
2.02126777726707,105.483911913098,1.51,"3",127,2,"0 - 3"
0.0159154943091895,94.4699184612609,1.53,"1",1,0,"0 - 3"
1.01859163578813,198.208323544336,1.53,"0",64,1,"0 - 3"
2.02126777726707,104.802354146752,1.53,"3",127,2,"0 - 3"
0.0159154943091895,95.6459141293688,1.55,"1",1,0,"0 - 3"
1.01859163578813,198.365702709116,1.55,"0",64,1,"0 - 3"
2.02126777726707,104.301562679045,1.55,"3",127,2,"0 - 3"
0.0159154943091895,96.6336106397263,1.57,"1",1,0,"0 - 3"
1.01859163578813,198.321041110946,1.57,"0",64,1,"0 - 3"
2.02126777726707,103.994906566116,1.57,"3",127,2,"0 - 3"
4.01070456591576,69.254254368697,0.01,"0",252,4,"4 - 7"
5.0133807073947,16.506305837435,0.01,"3",315,5,"4 - 7"
6.01605684887364,15.1106238686298,0.01,"2",378,6,"4 - 7"
7.01873299035258,22.7584468603617,0.01,"1",441,7,"4 - 7"
4.01070456591576,69.9201978395851,0.03,"0",252,4,"4 - 7"
5.0133807073947,17.3593000457288,0.03,"3",315,5,"4 - 7"
6.01605684887364,15.4072671915151,0.03,"2",378,6,"4 - 7"
7.01873299035258,23.5092200647541,0.03,"1",441,7,"4 - 7"
4.01070456591576,70.5509108365509,0.05,"0",252,4,"4 - 7"
5.0133807073947,18.275086296008,0.05,"3",315,5,"4 - 7"
6.01605684887364,15.6813219967312,0.05,"2",378,6,"4 - 7"
7.01873299035258,24.2774008854624,0.05,"1",441,7,"4 - 7"
4.01070456591576,71.1314487926264,0.07,"0",252,4,"4 - 7"
5.0133807073947,19.2535131990419,0.07,"3",315,5,"4 - 7"
6.01605684887364,15.9290546944021,0.07,"2",378,6,"4 - 7"
7.01873299035258,25.0585334799098,0.07,"1",441,7,"4 - 7"
4.01070456591576,71.6544966163599,0.09,"0",252,4,"4 - 7"
5.0133807073947,20.2934798832456,0.09,"3",315,5,"4 - 7"
6.01605684887364,16.1451508459357,0.09,"2",378,6,"4 - 7"
7.01873299035258,25.8455197778984,0.09,"1",441,7,"4 - 7"
4.01070456591576,72.1177375239294,0.11,"0",252,4,"4 - 7"
5.0133807073947,21.3935590941165,0.11,"3",315,5,"4 - 7"
6.01605684887364,16.324301589987,0.11,"2",378,6,"4 - 7"
7.01873299035258,26.6325682943851,0.11,"1",441,7,"4 - 7"
4.01070456591576,72.5198295452807,0.13,"0",252,4,"4 - 7"
5.0133807073947,22.5515219584975,0.13,"3",315,5,"4 - 7"
6.01605684887364,16.4615456435029,0.13,"2",378,6,"4 - 7"
7.01873299035258,27.4152677321609,0.13,"1",441,7,"4 - 7"
4.01070456591576,72.8582305573107,0.15,"0",252,4,"4 - 7"
5.0133807073947,23.7640422468228,0.15,"3",315,5,"4 - 7"
6.01605684887364,16.5521614648724,0.15,"2",378,6,"4 - 7"
7.01873299035258,28.1894808876875,0.15,"1",441,7,"4 - 7"
4.01070456591576,73.1288362672219,0.17,"0",252,4,"4 - 7"
5.0133807073947,25.0266575555646,0.17,"3",315,5,"4 - 7"
6.01605684887364,16.5916231428371,0.17,"2",378,6,"4 - 7"
7.01873299035258,28.9504630460405,0.17,"1",441,7,"4 - 7"
4.01070456591576,73.3264615936094,0.19,"0",252,4,"4 - 7"
5.0133807073947,26.3338189721827,0.19,"3",315,5,"4 - 7"
6.01605684887364,16.5757228684674,0.19,"2",378,6,"4 - 7"
7.01873299035258,29.6925166787984,0.19,"1",441,7,"4 - 7"
4.01070456591576,73.4454648918335,0.21,"0",252,4,"4 - 7"
5.0133807073947,27.678952893102,0.21,"3",315,5,"4 - 7"
6.01605684887364,16.5007822493998,0.21,"2",378,6,"4 - 7"
7.01873299035258,30.4090408364865,0.21,"1",441,7,"4 - 7"
4.01070456591576,73.4802558617619,0.23,"0",252,4,"4 - 7"
5.0133807073947,29.0545392422782,0.23,"3",315,5,"4 - 7"
6.01605684887364,16.363865940346,0.23,"2",378,6,"4 - 7"
7.01873299035258,31.0927715327186,0.23,"1",441,7,"4 - 7"
4.01070456591576,73.4256708100831,0.25,"0",252,4,"4 - 7"
5.0133807073947,30.4522283249409,0.25,"3",315,5,"4 - 7"
6.01605684887364,16.1629514158832,0.25,"2",378,6,"4 - 7"
7.01873299035258,31.7360726732933,0.25,"1",441,7,"4 - 7"
4.01070456591576,73.2772640639543,0.27,"0",252,4,"4 - 7"
5.0133807073947,31.8630113509242,0.27,"3",315,5,"4 - 7"
6.01605684887364,15.8970419890192,0.27,"2",378,6,"4 - 7"
7.01873299035258,32.3312085258728,0.27,"1",441,7,"4 - 7"
4.01070456591576,73.0315596033861,0.29,"0",252,4,"4 - 7"
5.0133807073947,33.2774504048005,0.29,"3",315,5,"4 - 7"
6.01605684887364,15.5662288533017,0.29,"2",378,6,"4 - 7"
7.01873299035258,32.8705829203109,0.29,"1",441,7,"4 - 7"
4.01070456591576,72.6862943783915,0.31,"0",252,4,"4 - 7"
5.0133807073947,34.6859641232573,0.31,"3",315,5,"4 - 7"
6.01605684887364,15.1717134318054,0.31,"2",378,6,"4 - 7"
7.01873299035258,33.3469590256348,0.31,"1",441,7,"4 - 7"
4.01070456591576,72.2406710047792,0.33,"0",252,4,"4 - 7"
5.0133807073947,36.0791549064126,0.33,"3",315,5,"4 - 7"
6.01605684887364,14.7157933233642,0.33,"2",378,6,"4 - 7"
7.01873299035258,33.7536640235424,0.33,"1",441,7,"4 - 7"
4.01070456591576,71.6956122979012,0.35,"0",252,4,"4 - 7"
5.0133807073947,37.4481578099108,0.35,"3",315,5,"4 - 7"
6.01605684887364,14.2018022465391,0.35,"2",378,6,"4 - 7"
7.01873299035258,34.0847413904861,0.35,"1",441,7,"4 - 7"
4.01070456591576,71.0539795933441,0.37,"0",252,4,"4 - 7"
5.0133807073947,38.7849944445473,0.37,"3",315,5,"4 - 7"
6.01605684887364,13.6339970214821,0.37,"2",378,6,"4 - 7"
7.01873299035258,34.3349838136065,0.37,"1",441,7,"4 - 7"
4.01070456591576,70.3207037903721,0.39,"0",252,4,"4 - 7"
5.0133807073947,40.0829186831657,0.39,"3",315,5,"4 - 7"
6.01605684887364,13.0174149281678,0.39,"2",378,6,"4 - 7"
7.01873299035258,34.4998159291836,0.39,"1",441,7,"4 - 7"
4.01070456591576,69.502795459333,0.41,"0",252,4,"4 - 7"
5.0133807073947,41.3367284617716,0.41,"3",315,5,"4 - 7"
6.01605684887364,12.3577633002544,0.41,"2",378,6,"4 - 7"
7.01873299035258,34.5751011932351,0.41,"1",441,7,"4 - 7"
4.01070456591576,68.6092341455293,0.43,"0",252,4,"4 - 7"
5.0133807073947,42.5429875003049,0.43,"3",315,5,"4 - 7"
6.01605684887364,11.6614070969828,0.43,"2",378,6,"4 - 7"
7.01873299035258,34.5570485956747,0.43,"1",441,7,"4 - 7"
4.01070456591576,67.6507614925458,0.45,"0",252,4,"4 - 7"
5.0133807073947,43.700078433247,0.45,"3",315,5,"4 - 7"
6.01605684887364,10.9354647791169,0.45,"2",378,6,"4 - 7"
7.01873299035258,34.4423986559636,0.45,"1",441,7,"4 - 7"
4.01070456591576,66.6396086939078,0.47,"0",252,4,"4 - 7"
5.0133807073947,44.8080300959536,0.47,"3",315,5,"4 - 7"
6.01605684887364,10.1879340234582,0.47,"2",378,6,"4 - 7"
7.01873299035258,34.2289475149137,0.47,"1",441,7,"4 - 7"
4.01070456591576,65.589188429038,0.49,"0",252,4,"4 - 7"
5.0133807073947,45.8681326415624,0.49,"3",315,5,"4 - 7"
6.01605684887364,9.4277067358192,0.49,"2",378,6,"4 - 7"
7.01873299035258,33.9162949575069,0.49,"1",441,7,"4 - 7"
4.01070456591576,64.5137877210318,0.51,"0",252,4,"4 - 7"
5.0133807073947,46.8824345105537,0.51,"3",315,5,"4 - 7"
6.01605684887364,8.66434047272108,0.51,"2",378,6,"4 - 7"
7.01873299035258,33.5065888848935,0.51,"1",441,7,"4 - 7"
4.01070456591576,63.428306436544,0.53,"0",252,4,"4 - 7"
5.0133807073947,47.8532474608872,0.53,"3",315,5,"4 - 7"
7.01873299035258,33.0050482613822,0.53,"1",441,7,"4 - 7"
4.01070456591576,62.3480801908544,0.55,"0",252,4,"4 - 7"
5.0133807073947,48.7827451299083,0.55,"3",315,5,"4 - 7"
7.01873299035258,32.4201547685495,0.55,"1",441,7,"4 - 7"
4.01070456591576,61.2887970619042,0.57,"0",252,4,"4 - 7"
5.0133807073947,49.672657787091,0.57,"3",315,5,"4 - 7"
7.01873299035258,31.7635316147816,0.57,"1",441,7,"4 - 7"
4.01070456591576,60.2664720162949,0.59,"0",252,4,"4 - 7"
5.0133807073947,50.5240019876732,0.59,"3",315,5,"4 - 7"
7.01873299035258,31.0496045760323,0.59,"1",441,7,"4 - 7"
4.01070456591576,59.2973996846441,0.61,"0",252,4,"4 - 7"
5.0133807073947,51.3367811979957,0.61,"3",315,5,"4 - 7"
7.01873299035258,30.2951412015592,0.61,"1",441,7,"4 - 7"
4.01070456591576,58.3979850522265,0.63,"0",252,4,"4 - 7"
5.0133807073947,52.1096469485332,0.63,"3",315,5,"4 - 7"
7.01873299035258,29.5187137482153,0.63,"1",441,7,"4 - 7"
4.01070456591576,57.5843680664592,0.65,"0",252,4,"4 - 7"
5.0133807073947,52.8395773335515,0.65,"3",315,5,"4 - 7"
7.01873299035258,28.7400777590451,0.65,"1",441,7,"4 - 7"
4.01070456591576,56.8718171915908,0.67,"0",252,4,"4 - 7"
5.0133807073947,53.5216665249747,0.67,"3",315,5,"4 - 7"
7.01873299035258,27.979441508573,0.67,"1",441,7,"4 - 7"
4.01070456591576,56.2739557536891,0.69,"0",252,4,"4 - 7"
5.0133807073947,54.1491084989261,0.69,"3",315,5,"4 - 7"
7.01873299035258,27.2566331281559,0.69,"1",441,7,"4 - 7"
4.01070456591576,55.8019697835011,0.71,"0",252,4,"4 - 7"
5.0133807073947,54.7134141341053,0.71,"3",315,5,"4 - 7"
7.01873299035258,26.5902314952283,0.71,"1",441,7,"4 - 7"
4.01070456591576,55.4639841295538,0.73,"0",252,4,"4 - 7"
5.0133807073947,55.2048497135127,0.73,"3",315,5,"4 - 7"
7.01873299035258,25.9967762207284,0.73,"1",441,7,"4 - 7"
4.01070456591576,55.2647581339101,0.75,"0",252,4,"4 - 7"
5.0133807073947,55.6130458965968,0.75,"3",315,5,"4 - 7"
7.01873299035258,25.4901796870291,0.75,"1",441,7,"4 - 7"
4.01070456591576,55.2057533059817,0.77,"0",252,4,"4 - 7"
5.0133807073947,55.9277043516369,0.77,"3",315,5,"4 - 7"
7.01873299035258,25.0814218473086,0.77,"1",441,7,"4 - 7"
4.01070456591576,55.285507382921,0.79,"0",252,4,"4 - 7"
5.0133807073947,56.1393209726111,0.79,"3",315,5,"4 - 7"
7.01873299035258,24.7785336189369,0.79,"1",441,7,"4 - 7"
4.01070456591576,55.5001627679635,0.81,"0",252,4,"4 - 7"
5.0133807073947,56.2398466809052,0.81,"3",315,5,"4 - 7"
7.01873299035258,24.5867981391938,0.81,"1",441,7,"4 - 7"
4.01070456591576,55.8439685985589,0.83,"0",252,4,"4 - 7"
5.0133807073947,56.2232180167117,0.83,"3",315,5,"4 - 7"
7.01873299035258,24.5090492235487,0.83,"1",441,7,"4 - 7"
4.01070456591576,56.3095945986367,0.85,"0",252,4,"4 - 7"
5.0133807073947,56.0857055661503,0.85,"3",315,5,"4 - 7"
7.01873299035258,24.5459370315908,0.85,"1",441,7,"4 - 7"
4.01070456591576,56.8881346261779,0.87,"0",252,4,"4 - 7"
5.0133807073947,55.82603671703,0.87,"3",315,5,"4 - 7"
7.01873299035258,24.696059374713,0.87,"1",441,7,"4 - 7"
4.01070456591576,57.5687348631296,0.89,"0",252,4,"4 - 7"
5.0133807073947,55.4452379296717,0.89,"3",315,5,"4 - 7"
7.01873299035258,24.9559105739231,0.89,"1",441,7,"4 - 7"
4.01070456591576,58.3379073533287,0.91,"0",252,4,"4 - 7"
5.0133807073947,54.9461197858045,0.91,"3",315,5,"4 - 7"
7.01873299035258,25.3196675036321,0.91,"1",441,7,"4 - 7"
4.01070456591576,59.1788668198684,0.93,"0",252,4,"4 - 7"
5.0133807073947,54.3323484945604,0.93,"3",315,5,"4 - 7"
7.01873299035258,25.7789121610781,0.93,"1",441,7,"4 - 7"
4.01070456591576,60.0716495605491,0.95,"0",252,4,"4 - 7"
5.0133807073947,53.6071945979004,0.95,"3",315,5,"4 - 7"
7.01873299035258,26.3224756644276,0.95,"1",441,7,"4 - 7"
4.01070456591576,60.9950597816166,0.97,"0",252,4,"4 - 7"
5.0133807073947,52.7723566285808,0.97,"3",315,5,"4 - 7"
7.01873299035258,26.9366370210861,0.97,"1",441,7,"4 - 7"
