1;34.60296773219488
127;186.63420852654355
252;24.155536557148533
315;52.25836691290922
378;24.242838140642487
441;19.367861030877176
567;9.098884400948885
755;1.9382626301558965
818;3.2675768409559045
944;0.4169092397081905
960;0.08049936535895298
1007;0.8005104124839816
1069;0.2303320083719327
1133;0.18746635347757437
1149;0.02645917956175196
1195;0.14993628121524913
1258;0.056034758727029434
1321;0.059421586578613406
1339;0.00617554669514996
1384;0.020585495436261775
1447;0.011880390458692146
1510;0.013938001070788311
1528;0.0011636151296121366
1636;0.0024607289723506814
1655;0.0003683106060311064
1698;0.0025745613553701478
1718;0.00019298078510673926
1887;0.00038698616124724084
2075;0.00005829405882711535
2264;0.000011236462752116186
