"Item","Store","Date","Promo","Qty","Turn_over_VAT"
"Персик КНР","Магазин-01",2017-07-18,NA,190.582,19042.59
"Персик КНР","Магазин-01",2017-07-19,NA,123.478,12312.63
"Персик КНР","Магазин-01",2017-07-20,NA,1.454,116.3
"Персик КНР","Магазин-01",2017-07-23,NA,32.366,3235.86
"Персик КНР","Магазин-01",2017-07-24,NA,3.734,373.36
"Персик КНР","Магазин-01",2017-07-26,NA,220.09,22004.11
"Персик КНР","Магазин-01",2017-07-27,NA,169.008,16897.74
"Персик КНР","Магазин-01",2017-07-28,NA,146.846,14681.23
"Персик КНР","Магазин-01",2017-07-29,NA,224.21,22416.55
"Персик КНР","Магазин-01",2017-07-30,NA,210.428,21037.38
"Персик КНР","Магазин-01",2017-07-31,NA,53.388,5337.33
"Персик КНР","Магазин-01",2017-08-06,NA,2.121,212.08
"Персик КНР","Магазин-01",2017-08-11,NA,211.562,16920.11
"Персик КНР","Магазин-01",2017-08-27,NA,129.706,12966.91
"Персик КНР","Магазин-01",2017-08-28,NA,104.886,10486.54
"Персик КНР","Магазин-01",2017-08-29,NA,84.772,8474.73
"Персик КНР","Магазин-01",2017-08-30,NA,174.108,17405.15
"Персик КНР","Магазин-01",2017-08-31,NA,53.36,5334.63
"Персик КНР","Магазин-01",2017-09-01,NA,213.998,21394.48
"Персик КНР","Магазин-01",2017-09-02,NA,220.128,22008.47
"Персик КНР","Магазин-01",2017-09-03,NA,208.424,20839.45
"Персик КНР","Магазин-01",2017-09-04,NA,93.632,9360.97
"Персик КНР","Магазин-01",2017-09-05,NA,84.082,8406.29
"Персик КНР","Магазин-01",2017-09-06,NA,98.062,9803.21
"Персик КНР","Магазин-01",2017-09-07,NA,137.212,13718.84
"Персик КНР","Магазин-01",2017-09-08,NA,104.654,10463.99
"Персик КНР","Магазин-01",2017-09-09,NA,119.474,11945.66
"Персик КНР","Магазин-01",2017-09-10,NA,74.528,7451.29
"Персик КНР","Магазин-01",2017-09-11,NA,515.252,38043.86
"Персик КНР","Магазин-01",2017-09-12,NA,60.672,6066.56
"Персик КНР","Магазин-01",2017-09-13,NA,83.14,6647.95
"Персик КНР","Магазин-01",2017-09-14,NA,93.418,7460.25
"Персик КНР","Магазин-01",2017-09-15,NA,166.14,13281.82
"Персик КНР","Магазин-01",2017-09-16,NA,178.182,14248.46
"Персик КНР","Магазин-01",2017-09-17,NA,64,5117.45
"Персик КНР","Магазин-01",2017-09-18,NA,70.04,5595.85
"Персик КНР","Магазин-01",2017-09-19,NA,64.255,5114.95
"Персик КНР","Магазин-01",2017-09-20,NA,56.793,4542.38
"Персик КНР","Магазин-01",2017-09-21,NA,68.854,5507.27
"Персик КНР","Магазин-01",2017-09-22,NA,53.844,4291.29
"Персик КНР","Магазин-01",2017-09-23,NA,86.922,6948.45
"Персик КНР","Магазин-01",2017-09-24,NA,47.712,3814.69
"Персик КНР","Магазин-01",2017-09-25,NA,18.508,1471.52
"Персик КНР","Магазин-01",2017-09-26,NA,47.194,3773.37
"Персик КНР","Магазин-01",2017-09-27,NA,22.612,1808.71
"Персик КНР","Магазин-01",2017-09-28,NA,25.03,1251.24
"Персик КНР","Магазин-01",2017-09-29,NA,58.546,2925.67
"Персик КНР","Магазин-01",2017-09-30,NA,73.532,3664.74
"Персик КНР","Магазин-01",2017-10-01,NA,61.49,3072.36
"Персик КНР","Магазин-01",2017-10-02,NA,2.878,143.87
"Персик КНР","Магазин-01",2017-10-03,NA,0.482,24.1
"Персик КНР","Магазин-02",2017-04-01,NA,0.734,278.92
"Персик КНР","Магазин-02",2017-04-02,NA,0.298,113.24
"Персик КНР","Магазин-02",2017-04-03,NA,0.394,149.72
"Персик КНР","Магазин-02",2017-04-04,NA,0.432,164.16
"Персик КНР","Магазин-02",2017-04-05,NA,0.822,312.28
"Персик КНР","Магазин-02",2017-04-06,NA,2.166,822.95
"Персик КНР","Магазин-02",2017-04-07,NA,8.346,3171.27
"Персик КНР","Магазин-02",2017-04-08,NA,14.802,5624.58
"Персик КНР","Магазин-02",2017-04-09,NA,0.41,155.8
"Персик КНР","Магазин-02",2017-04-10,NA,0.784,297.92
"Персик КНР","Магазин-02",2017-04-13,NA,0.948,360.24
"Персик КНР","Магазин-02",2017-04-14,NA,0.31,117.8
"Персик КНР","Магазин-02",2017-04-16,NA,0.318,117.21
"Персик КНР","Магазин-02",2017-04-22,NA,0.646,245.48
"Персик КНР","Магазин-02",2017-04-25,NA,0.764,191
"Персик КНР","Магазин-02",2017-04-28,NA,0.57,108.3
"Персик КНР","Магазин-02",2017-04-29,NA,0.35,66.5
"Персик КНР","Магазин-02",2017-05-02,NA,0.28,53.2
"Персик КНР","Магазин-02",2017-05-04,NA,0.698,139.5
"Персик КНР","Магазин-02",2017-05-06,NA,0.964,192.79
"Персик КНР","Магазин-02",2017-05-07,NA,83.59,12535.19
"Персик КНР","Магазин-02",2017-05-08,NA,0.63,125.99
"Персик КНР","Магазин-02",2017-05-10,NA,7.946,1589.02
"Персик КНР","Магазин-02",2017-05-11,NA,9.078,1815.22
"Персик КНР","Магазин-02",2017-05-12,NA,9.73,1945.42
"Персик КНР","Магазин-02",2017-05-13,NA,8.476,1695.06
"Персик КНР","Магазин-02",2017-05-14,NA,10.056,2011
"Персик КНР","Магазин-02",2017-05-15,NA,13.872,2773.71
"Персик КНР","Магазин-02",2017-05-16,NA,12.452,2490.15
"Персик КНР","Магазин-02",2017-05-17,NA,9.026,1803.82
"Персик КНР","Магазин-02",2017-05-18,NA,8.594,1718.5
"Персик КНР","Магазин-02",2017-05-19,NA,0.904,180.79
"Персик КНР","Магазин-02",2017-05-23,NA,10.246,2048.96
"Персик КНР","Магазин-02",2017-05-24,NA,8.602,1720.14
"Персик КНР","Магазин-02",2017-05-25,NA,6.316,1263.13
"Персик КНР","Магазин-02",2017-05-26,NA,2.568,512.67
"Персик КНР","Магазин-02",2017-05-27,NA,2.332,466.36
"Персик КНР","Магазин-02",2017-05-28,NA,20.24,4047.71
"Персик КНР","Магазин-02",2017-05-29,NA,12.57,2513.27
"Персик КНР","Магазин-02",2017-05-30,NA,12.35,2469.74
"Персик КНР","Магазин-02",2017-05-31,NA,12.916,2582.83
"Персик КНР","Магазин-02",2017-06-01,NA,8.058,1611.51
"Персик КНР","Магазин-02",2017-06-02,NA,8.746,1574.07
"Персик КНР","Магазин-02",2017-06-03,NA,1.502,270.35
"Персик КНР","Магазин-02",2017-06-04,NA,4.028,724.92
"Персик КНР","Магазин-02",2017-06-05,NA,6.696,1205
"Персик КНР","Магазин-02",2017-06-06,NA,3.682,662.72
"Персик КНР","Магазин-02",2017-06-07,NA,2.13,383.3
"Персик КНР","Магазин-02",2017-06-08,NA,5.506,990.97
"Персик КНР","Магазин-02",2017-06-09,NA,30.844,3700.15
"Персик КНР","Магазин-02",2017-06-10,NA,28.046,2801.87
"Персик КНР","Магазин-02",2017-06-11,NA,17.024,2042.34
"Персик КНР","Магазин-02",2017-06-12,NA,30.908,3707.83
"Персик КНР","Магазин-02",2017-06-13,NA,34.386,4123.8
"Персик КНР","Магазин-02",2017-06-14,NA,30.214,3624.85
"Персик КНР","Магазин-02",2017-06-15,NA,34.858,3484.41
"Персик КНР","Магазин-02",2017-06-16,NA,41.02,4098.63
"Персик КНР","Магазин-02",2017-06-17,NA,8.954,716.23
"Персик КНР","Магазин-02",2017-06-18,NA,30.094,3004.74
"Персик КНР","Магазин-02",2017-06-19,NA,8.168,816.71
"Персик КНР","Магазин-02",2017-06-20,NA,8.392,1006.96
"Персик КНР","Магазин-02",2017-06-21,NA,15.62,1874.24
"Персик КНР","Магазин-02",2017-06-22,NA,12.236,1466.79
"Персик КНР","Магазин-02",2017-06-23,NA,19.028,2282.79
"Персик КНР","Магазин-02",2017-06-24,NA,11.33,1359.49
"Персик КНР","Магазин-02",2017-06-25,NA,15.362,1843.22
"Персик КНР","Магазин-02",2017-06-26,NA,10.074,1208.53
"Персик КНР","Магазин-02",2017-06-27,NA,19.57,2347.78
"Персик КНР","Магазин-02",2017-06-28,NA,11.054,1326.33
"Персик КНР","Магазин-02",2017-06-29,NA,11.844,1421.03
"Персик КНР","Магазин-02",2017-06-30,NA,13.74,1648.64
"Персик КНР","Магазин-02",2017-07-01,NA,16.112,1931.62
"Персик КНР","Магазин-02",2017-07-02,NA,16.916,2029.34
"Персик КНР","Магазин-02",2017-07-03,NA,16.636,1655.26
"Персик КНР","Магазин-02",2017-07-04,NA,242.688,19405.93
"Персик КНР","Магазин-02",2017-07-05,NA,42.494,4247.77
"Персик КНР","Магазин-02",2017-07-06,NA,4.85,484.55
"Персик КНР","Магазин-02",2017-07-07,NA,0.344,34.4
"Персик КНР","Магазин-02",2017-07-09,NA,35.44,4250.66
"Персик КНР","Магазин-02",2017-07-13,NA,21.918,2629.85
"Персик КНР","Магазин-02",2017-07-14,NA,14.246,1708.8
"Персик КНР","Магазин-02",2017-07-15,NA,17.122,2054.36
"Персик КНР","Магазин-02",2017-07-16,NA,22.556,2703.17
"Персик КНР","Магазин-02",2017-07-17,NA,15.336,1839.5
"Персик КНР","Магазин-02",2017-07-18,NA,9.246,924.4
"Персик КНР","Магазин-02",2017-07-19,NA,42.671,4262.06
"Персик КНР","Магазин-02",2017-07-20,NA,230.236,18408.33
"Персик КНР","Магазин-02",2017-07-21,NA,13.062,1305.1
"Персик КНР","Магазин-02",2017-07-22,NA,44.156,4413.37
"Персик КНР","Магазин-02",2017-07-23,NA,32.504,3248.87
"Персик КНР","Магазин-02",2017-07-24,NA,30.766,3075.26
"Персик КНР","Магазин-02",2017-07-25,NA,8.728,872.35
"Персик КНР","Магазин-02",2017-07-26,NA,25.106,2510.05
"Персик КНР","Магазин-02",2017-07-27,NA,26.216,2620.47
"Персик КНР","Магазин-02",2017-07-28,NA,35.83,3580.92
"Персик КНР","Магазин-02",2017-07-29,NA,68.918,6890.36
"Персик КНР","Магазин-02",2017-07-30,NA,54.182,5416.16
"Персик КНР","Магазин-02",2017-07-31,NA,0.7,69.99
"Персик КНР","Магазин-02",2017-08-04,NA,28.77,2301.14
"Персик КНР","Магазин-02",2017-08-05,NA,41.752,3339.54
"Персик КНР","Магазин-02",2017-08-06,NA,21.736,2173.31
"Персик КНР","Магазин-02",2017-08-07,NA,14.888,1488.64
"Персик КНР","Магазин-02",2017-08-08,NA,29.778,2977.16
"Персик КНР","Магазин-02",2017-08-09,NA,15.648,1563.73
"Персик КНР","Магазин-02",2017-08-10,NA,18.57,1856.81
"Персик КНР","Магазин-02",2017-08-11,NA,84.96,6794.69
"Персик КНР","Магазин-02",2017-08-12,NA,36.426,3642.09
"Персик КНР","Магазин-02",2017-08-13,NA,16.32,1631.82
"Персик КНР","Магазин-02",2017-08-30,NA,8.18,817.91
"Персик КНР","Магазин-02",2017-09-01,NA,16.208,1620.65
"Персик КНР","Магазин-02",2017-09-02,NA,12.758,1274.97
"Персик КНР","Магазин-02",2017-09-03,NA,27.832,2781.57
"Персик КНР","Магазин-02",2017-09-04,NA,4.412,441.15
"Персик КНР","Магазин-02",2017-09-06,NA,22.076,2030
"Персик КНР","Магазин-02",2017-09-07,NA,8.598,886.44
"Персик КНР","Магазин-02",2017-09-08,NA,12.082,1245.46
"Персик КНР","Магазин-02",2017-09-09,NA,11.862,1220.73
"Персик КНР","Магазин-02",2017-09-10,NA,11.975,1221.45
"Персик КНР","Магазин-02",2017-09-11,NA,3.418,348.65
"Персик КНР","Магазин-02",2017-09-12,NA,13.636,1390.42
"Персик КНР","Магазин-02",2017-09-13,NA,8.438,674.54
"Персик КНР","Магазин-02",2017-09-14,NA,13.2,1055.76
"Персик КНР","Магазин-02",2017-09-15,NA,9.032,722.15
"Персик КНР","Магазин-02",2017-09-16,NA,19.521,1561.49
"Персик КНР","Магазин-02",2017-09-17,NA,18.985,1518.15
"Персик КНР","Магазин-02",2017-09-18,NA,27.362,2188.32
"Персик КНР","Магазин-02",2017-09-19,NA,26.518,2116.5
"Персик КНР","Магазин-02",2017-09-20,NA,25.084,2005.74
"Персик КНР","Магазин-02",2017-09-21,NA,5.726,458.03
"Персик КНР","Магазин-02",2017-09-22,NA,10.348,827.73
"Персик КНР","Магазин-02",2017-09-23,NA,13.344,1067.39
"Персик КНР","Магазин-02",2017-09-24,NA,12.464,996.98
"Персик КНР","Магазин-02",2017-09-25,NA,9.17,733.53
"Персик КНР","Магазин-02",2017-09-26,NA,15.641,1250.63
"Персик КНР","Магазин-02",2017-09-27,NA,4.751,380.02
"Персик КНР","Магазин-02",2017-09-28,NA,13.998,698.94
"Персик КНР","Магазин-02",2017-09-29,NA,0.546,27.29
"Персик КНР","Магазин-03",2017-04-04,NA,0.974,370.11
"Персик КНР","Магазин-03",2017-04-05,NA,2.084,791.91
"Персик КНР","Магазин-03",2017-04-06,NA,1.722,654.35
"Персик КНР","Магазин-03",2017-04-07,NA,1.67,634.59
"Персик КНР","Магазин-03",2017-04-08,NA,0.266,101.08
"Персик КНР","Магазин-03",2017-04-09,NA,0.544,206.72
"Персик КНР","Магазин-03",2017-04-11,NA,0.956,363.28
"Персик КНР","Магазин-03",2017-04-12,NA,0.392,148.96
"Персик КНР","Магазин-03",2017-04-14,NA,1.426,541.88
"Персик КНР","Магазин-03",2017-04-15,NA,1.29,490.2
"Персик КНР","Магазин-03",2017-04-18,NA,5.444,2068.01
"Персик КНР","Магазин-03",2017-04-19,NA,10.846,4119.8
"Персик КНР","Магазин-03",2017-04-20,NA,3.712,1410.52
"Персик КНР","Магазин-03",2017-04-21,NA,9.286,3527.84
"Персик КНР","Магазин-03",2017-04-22,NA,5.72,2171.55
"Персик КНР","Магазин-03",2017-04-23,NA,5.992,2276.33
"Персик КНР","Магазин-03",2017-04-24,NA,10.331,3923.99
"Персик КНР","Магазин-03",2017-04-25,NA,6.734,1679.07
"Персик КНР","Магазин-03",2017-04-26,NA,6.006,1498.2
"Персик КНР","Магазин-03",2017-04-27,NA,3.724,704.53
"Персик КНР","Магазин-03",2017-04-28,NA,10.152,1928.35
"Персик КНР","Магазин-03",2017-04-29,NA,16.586,3150.26
"Персик КНР","Магазин-03",2017-04-30,NA,13.336,2533.72
"Персик КНР","Магазин-03",2017-05-01,NA,17.652,3351.75
"Персик КНР","Магазин-03",2017-05-02,NA,18.03,3425.51
"Персик КНР","Магазин-03",2017-05-03,NA,11.928,2385.16
"Персик КНР","Магазин-03",2017-05-04,NA,31.001,6198.96
"Персик КНР","Магазин-03",2017-05-05,NA,28.776,5753.98
"Персик КНР","Магазин-03",2017-05-06,NA,50.466,10084.91
"Персик КНР","Магазин-03",2017-05-07,NA,87.168,13062.16
"Персик КНР","Магазин-03",2017-05-08,NA,20.862,4171.57
"Персик КНР","Магазин-03",2017-05-09,NA,24.522,4902.92
"Персик КНР","Магазин-03",2017-05-10,NA,20.992,4190.59
"Персик КНР","Магазин-03",2017-05-11,NA,25.574,5104.46
"Персик КНР","Магазин-03",2017-05-12,NA,31.43,6278.53
"Персик КНР","Магазин-03",2017-05-13,NA,28.71,5741.47
"Персик КНР","Магазин-03",2017-05-14,NA,19.788,3956.16
"Персик КНР","Магазин-03",2017-05-15,NA,22.066,4412.4
"Персик КНР","Магазин-03",2017-05-16,NA,23.126,4623.54
"Персик КНР","Магазин-03",2017-05-17,NA,14.608,2920.71
"Персик КНР","Магазин-03",2017-05-18,NA,19.286,3855.96
"Персик КНР","Магазин-03",2017-05-19,NA,12.21,2441.61
"Персик КНР","Магазин-03",2017-05-20,NA,11.6,2319.91
"Персик КНР","Магазин-03",2017-05-21,NA,0.406,81.2
"Персик КНР","Магазин-03",2017-05-22,NA,12.398,2479.42
"Персик КНР","Магазин-03",2017-05-23,NA,17.96,3590.08
"Персик КНР","Магазин-03",2017-05-24,NA,17.302,3459.68
"Персик КНР","Магазин-03",2017-05-25,NA,19.134,3826.36
"Персик КНР","Магазин-03",2017-05-26,NA,33.044,6607.79
"Персик КНР","Магазин-03",2017-05-27,NA,35.708,7130.81
"Персик КНР","Магазин-03",2017-05-28,NA,46.08,9214.44
"Персик КНР","Магазин-03",2017-05-29,NA,49.91,9980.3
"Персик КНР","Магазин-03",2017-05-30,NA,39.698,7935.49
"Персик КНР","Магазин-03",2017-05-31,NA,42.842,8561.45
"Персик КНР","Магазин-03",2017-06-01,NA,40.607,8119.13
"Персик КНР","Магазин-03",2017-06-02,NA,70.31,12653.41
"Персик КНР","Магазин-03",2017-06-03,NA,41.316,7434.56
"Персик КНР","Магазин-03",2017-06-04,NA,21.746,3913.52
"Персик КНР","Магазин-03",2017-06-05,NA,17.848,3211.11
"Персик КНР","Магазин-03",2017-06-06,NA,20.062,3610.35
"Персик КНР","Магазин-03",2017-06-07,NA,32.998,5937.73
"Персик КНР","Магазин-03",2017-06-08,NA,38.717,6968
"Персик КНР","Магазин-03",2017-06-09,NA,49.252,5909.45
"Персик КНР","Магазин-03",2017-06-10,NA,110.268,11014.1
"Персик КНР","Магазин-03",2017-06-11,NA,42.076,5047.08
"Персик КНР","Магазин-03",2017-06-12,NA,41.162,4931.56
"Персик КНР","Магазин-03",2017-06-13,NA,53.188,6381.32
"Персик КНР","Магазин-03",2017-06-14,NA,84.59,10147.77
"Персик КНР","Магазин-03",2017-06-15,NA,66.231,6619.42
"Персик КНР","Магазин-03",2017-06-16,NA,70.983,7091.8
"Персик КНР","Магазин-03",2017-06-17,NA,103.629,8293.73
"Персик КНР","Магазин-03",2017-06-18,NA,78.878,7874.91
"Персик КНР","Магазин-03",2017-06-19,NA,61.828,6200.53
"Персик КНР","Магазин-03",2017-06-20,NA,65.149,7812.23
"Персик КНР","Магазин-03",2017-06-21,NA,60.867,7302.64
"Персик КНР","Магазин-03",2017-06-22,NA,40.748,4889.11
"Персик КНР","Магазин-03",2017-06-23,NA,79.45,9531.75
"Персик КНР","Магазин-03",2017-06-24,NA,61.014,7319.05
"Персик КНР","Магазин-03",2017-06-25,NA,55.199,6622.1
"Персик КНР","Магазин-03",2017-06-26,NA,70.66,8473.11
"Персик КНР","Магазин-03",2017-06-27,NA,68.276,8186.16
"Персик КНР","Магазин-03",2017-06-28,NA,84.514,10130.78
"Персик КНР","Магазин-03",2017-06-29,NA,52.736,6326.9
"Персик КНР","Магазин-03",2017-06-30,NA,67.844,8139.27
"Персик КНР","Магазин-03",2017-07-01,NA,94.844,11379.47
"Персик КНР","Магазин-03",2017-07-02,NA,73.021,8758.55
"Персик КНР","Магазин-03",2017-07-03,NA,110.456,11036.34
"Персик КНР","Магазин-03",2017-07-04,NA,290.492,23230.17
"Персик КНР","Магазин-03",2017-07-05,NA,162.848,16265.73
"Персик КНР","Магазин-03",2017-07-06,NA,31.856,3184.27
"Персик КНР","Магазин-03",2017-07-08,NA,34.158,4097.47
"Персик КНР","Магазин-03",2017-07-09,NA,163.172,19569.82
"Персик КНР","Магазин-03",2017-07-10,NA,125.121,14995.81
"Персик КНР","Магазин-03",2017-07-11,NA,74.512,8931.97
"Персик КНР","Магазин-03",2017-07-12,NA,40.224,4819.23
"Персик КНР","Магазин-03",2017-07-13,NA,48.96,5870.97
"Персик КНР","Магазин-03",2017-07-14,NA,126.874,15219.95
"Персик КНР","Магазин-03",2017-07-15,NA,115.334,13837.24
"Персик КНР","Магазин-03",2017-07-16,NA,127.374,15276.45
"Персик КНР","Магазин-03",2017-07-17,NA,133.216,15964.92
"Персик КНР","Магазин-03",2017-07-18,NA,76.334,7626.63
"Персик КНР","Магазин-03",2017-07-19,NA,101.453,10140.93
"Персик КНР","Магазин-03",2017-07-20,NA,206.158,16485.27
"Персик КНР","Магазин-03",2017-07-21,NA,140.96,14091.8
"Персик КНР","Магазин-03",2017-07-22,NA,166.447,16640.52
"Персик КНР","Магазин-03",2017-07-23,NA,136.59,13655.93
"Персик КНР","Магазин-03",2017-07-24,NA,101.5,10146.46
"Персик КНР","Магазин-03",2017-07-25,NA,118.151,11811.59
"Персик КНР","Магазин-03",2017-07-26,NA,79.838,7981.65
"Персик КНР","Магазин-03",2017-07-27,NA,85.129,8510.09
"Персик КНР","Магазин-03",2017-07-28,NA,136.982,13695.09
"Персик КНР","Магазин-03",2017-07-29,NA,147.061,14703.94
"Персик КНР","Магазин-03",2017-07-30,NA,108.74,10871.42
"Персик КНР","Магазин-03",2017-07-31,NA,75.981,7595.21
"Персик КНР","Магазин-03",2017-08-01,NA,48.326,4831.03
"Персик КНР","Магазин-03",2017-08-02,NA,3.29,328.88
"Персик КНР","Магазин-03",2017-08-03,NA,91.914,9188.89
"Персик КНР","Магазин-03",2017-08-04,NA,11.226,897.97
"Персик КНР","Магазин-03",2017-08-09,NA,47.33,4731.97
"Персик КНР","Магазин-03",2017-08-10,NA,67.24,6722.55
"Персик КНР","Магазин-03",2017-08-11,NA,174.116,13924.7
"Персик КНР","Магазин-03",2017-08-12,NA,110.788,11075.41
"Персик КНР","Магазин-03",2017-08-13,NA,80.764,8074.2
"Персик КНР","Магазин-03",2017-08-14,NA,73.728,7369.91
"Персик КНР","Магазин-03",2017-08-15,NA,56.072,5605.96
"Персик КНР","Магазин-03",2017-08-16,NA,34.97,3496.02
"Персик КНР","Магазин-03",2017-08-17,NA,27.81,2780.32
"Персик КНР","Магазин-03",2017-08-28,NA,28.132,2812.93
"Персик КНР","Магазин-03",2017-08-29,NA,23.076,2307.16
"Персик КНР","Магазин-03",2017-08-30,NA,92.906,9288.28
"Персик КНР","Магазин-03",2017-08-31,NA,77.346,7733.22
"Персик КНР","Магазин-03",2017-09-01,NA,87.184,8716.76
"Персик КНР","Магазин-03",2017-09-02,NA,81.964,8194.77
"Персик КНР","Магазин-03",2017-09-03,NA,55.45,5543.88
"Персик КНР","Магазин-03",2017-09-04,NA,43.296,4329.02
"Персик КНР","Магазин-03",2017-09-05,NA,40.746,4073.42
"Персик КНР","Магазин-03",2017-09-06,NA,46.446,4643.58
"Персик КНР","Магазин-03",2017-09-07,NA,25.998,2599.14
"Персик КНР","Магазин-03",2017-09-08,NA,41.848,4183.7
"Персик КНР","Магазин-03",2017-09-09,NA,43.13,4311.57
"Персик КНР","Магазин-03",2017-09-10,NA,35.88,3586.63
"Персик КНР","Магазин-03",2017-09-11,NA,23.428,2342.38
"Персик КНР","Магазин-03",2017-09-12,NA,28.186,2818.36
"Персик КНР","Магазин-03",2017-09-13,NA,35.674,3565.62
"Персик КНР","Магазин-03",2017-09-14,NA,41.586,3324.86
"Персик КНР","Магазин-03",2017-09-15,NA,53.66,4292.23
"Персик КНР","Магазин-03",2017-09-16,NA,74.124,5924.57
"Персик КНР","Магазин-03",2017-09-17,NA,115.044,9199.26
"Персик КНР","Магазин-03",2017-09-18,NA,19.338,1545.46
"Персик КНР","Магазин-03",2017-09-19,NA,46.518,3719.4
"Персик КНР","Магазин-03",2017-09-20,NA,47.504,3799.81
"Персик КНР","Магазин-03",2017-09-21,NA,48.822,3905.17
"Персик КНР","Магазин-03",2017-09-22,NA,27.344,2183.97
"Персик КНР","Магазин-03",2017-09-23,NA,16.794,1342.2
"Персик КНР","Магазин-03",2017-09-24,NA,17.006,1360.27
"Персик КНР","Магазин-03",2017-09-25,NA,16.394,1310.93
"Персик КНР","Магазин-03",2017-09-26,NA,9.332,746.49
"Персик КНР","Магазин-03",2017-09-27,NA,6.36,508.74
"Персик КНР","Магазин-03",2017-09-28,NA,15.984,798.06
"Персик КНР","Магазин-03",2017-09-29,NA,9.578,478.81
"Персик КНР","Магазин-03",2017-09-30,NA,9.846,491.47
"Персик КНР","Магазин-03",2017-10-01,NA,2.414,120.12
"Персик КНР","Магазин-03",2017-10-02,NA,60.19,4206.52
"Персик КНР","Магазин-04",2017-03-31,NA,6.986,2654.58
"Персик КНР","Магазин-04",2017-04-01,NA,13.364,5077.99
"Персик КНР","Магазин-04",2017-04-02,NA,4.708,1788.93
"Персик КНР","Магазин-04",2017-04-03,NA,3.494,1327.35
"Персик КНР","Магазин-04",2017-04-04,NA,3.11,1177.89
"Персик КНР","Магазин-04",2017-04-05,NA,6.82,2591.29
"Персик КНР","Магазин-04",2017-04-06,NA,17.114,6502.64
"Персик КНР","Магазин-04",2017-04-07,NA,12.888,4897.32
"Персик КНР","Магазин-04",2017-04-08,NA,14.176,5386.55
"Персик КНР","Магазин-04",2017-04-09,NA,15.3,5813.66
"Персик КНР","Магазин-04",2017-04-10,NA,10.65,4046.69
"Персик КНР","Магазин-04",2017-04-11,NA,8.362,3174.5
"Персик КНР","Магазин-04",2017-04-12,NA,4.056,1541.24
"Персик КНР","Магазин-04",2017-04-13,NA,2.506,952.17
"Персик КНР","Магазин-04",2017-04-14,NA,3.754,1422.91
"Персик КНР","Магазин-04",2017-04-15,NA,12.304,4667.45
"Персик КНР","Магазин-04",2017-04-16,NA,12.682,4818.99
"Персик КНР","Магазин-04",2017-04-17,NA,6.55,2488.76
"Персик КНР","Магазин-04",2017-04-18,NA,6.182,2348.96
"Персик КНР","Магазин-04",2017-04-19,NA,5.08,1930.28
"Персик КНР","Магазин-04",2017-04-20,NA,12.67,4814.48
"Персик КНР","Магазин-04",2017-04-21,NA,6.162,2341.44
"Персик КНР","Магазин-04",2017-04-22,NA,23.574,8957.71
"Персик КНР","Магазин-04",2017-04-23,NA,12.994,4937.31
"Персик КНР","Магазин-04",2017-04-24,NA,4.149,1576.29
"Персик КНР","Магазин-04",2017-04-25,NA,8.96,2239.92
"Персик КНР","Магазин-04",2017-04-26,NA,14.054,3513.37
"Персик КНР","Магазин-04",2017-04-27,NA,18.79,3569.59
"Персик КНР","Магазин-04",2017-04-28,NA,31.104,5908.51
"Персик КНР","Магазин-04",2017-04-29,NA,15.83,3007.43
"Персик КНР","Магазин-04",2017-04-30,NA,22.156,4207.12
"Персик КНР","Магазин-04",2017-05-01,NA,32.094,6088.53
"Персик КНР","Магазин-04",2017-05-02,NA,7.368,1418.46
"Персик КНР","Магазин-04",2017-05-03,NA,25.882,5151.86
"Персик КНР","Магазин-04",2017-05-04,NA,20.232,4036.95
"Персик КНР","Магазин-04",2017-05-05,NA,12.472,2493.96
"Персик КНР","Магазин-04",2017-05-06,NA,21.194,4232.05
"Персик КНР","Магазин-04",2017-05-07,NA,312.932,46882.12
"Персик КНР","Магазин-04",2017-05-08,NA,31.084,6208.69
"Персик КНР","Магазин-04",2017-05-09,NA,14.096,2816.89
"Персик КНР","Магазин-04",2017-05-10,NA,37.796,7558.8
"Персик КНР","Магазин-04",2017-05-11,NA,29.996,5992.6
"Персик КНР","Магазин-04",2017-05-12,NA,50.63,10113.46
"Персик КНР","Магазин-04",2017-05-13,NA,53.128,10607.22
"Персик КНР","Магазин-04",2017-05-14,NA,69.602,13914
"Персик КНР","Магазин-04",2017-05-15,NA,20.902,4179.72
"Персик КНР","Магазин-04",2017-05-16,NA,28.88,5770.52
"Персик КНР","Магазин-04",2017-05-17,NA,31.15,6226.75
"Персик КНР","Магазин-04",2017-05-18,NA,47.184,9424.6
"Персик КНР","Магазин-04",2017-05-19,NA,72.458,14478.61
"Персик КНР","Магазин-04",2017-05-20,NA,25.862,5167.19
"Персик КНР","Магазин-04",2017-05-23,NA,19.508,3893.17
"Персик КНР","Магазин-04",2017-05-24,NA,10.128,2025.5
"Персик КНР","Магазин-04",2017-05-25,NA,0.792,158.39
"Персик КНР","Магазин-04",2017-05-27,NA,52.682,10531.31
"Персик КНР","Магазин-04",2017-05-28,NA,70.398,14077.02
"Персик КНР","Магазин-04",2017-05-29,NA,73.936,14780.3
"Персик КНР","Магазин-04",2017-05-30,NA,44.932,8984.75
"Персик КНР","Магазин-04",2017-05-31,NA,56.97,11390.3
"Персик КНР","Магазин-04",2017-06-01,NA,71.782,14350.9
"Персик КНР","Магазин-04",2017-06-02,NA,69.61,12525.17
"Персик КНР","Магазин-04",2017-06-03,NA,60.618,10898.71
