"Item","Store","Date","Promo","Qty","Turn_over_VAT"
NA,NA,NA,NA,1565403.865,150987189.35
"Персик Казахстан","Магазин-01",2017-07-22,NA,6.604,1452.76
"Персик Казахстан","Магазин-01",2017-07-23,NA,13.37,2935.31
"Персик Казахстан","Магазин-01",2017-07-24,NA,20.386,4477.89
"Персик Казахстан","Магазин-01",2017-07-25,NA,15.606,3424.86
"Персик Казахстан","Магазин-01",2017-07-26,NA,7.218,1587.9
"Персик Казахстан","Магазин-01",2017-07-27,NA,13.768,2615.29
"Персик Казахстан","Магазин-01",2017-07-28,NA,32.118,6101.27
"Персик Казахстан","Магазин-01",2017-07-29,NA,121.762,23132.1
"Персик Казахстан","Магазин-01",2017-07-30,NA,191.364,36350.98
"Персик Казахстан","Магазин-01",2017-07-31,NA,75.724,14384.58
"Персик Казахстан","Магазин-01",2017-08-01,NA,144.112,23054.08
"Персик Казахстан","Магазин-01",2017-08-02,NA,180.516,28876.4
"Персик Казахстан","Магазин-01",2017-08-03,NA,126.51,20236.78
"Персик Казахстан","Магазин-01",2017-08-04,NA,451.521,45431.21
"Персик Казахстан","Магазин-01",2017-08-05,NA,531.017,53086.67
"Персик Казахстан","Магазин-01",2017-08-06,NA,376.007,37591.09
"Персик Казахстан","Магазин-01",2017-08-07,NA,171.504,17146.64
"Персик Казахстан","Магазин-01",2017-08-08,NA,1123.158,167818.77
"Персик Казахстан","Магазин-01",2017-08-09,NA,259.262,20735.51
"Персик Казахстан","Магазин-01",2017-08-10,NA,228.318,18261.26
"Персик Казахстан","Магазин-02",2017-07-30,NA,9.246,1756.13
"Персик Казахстан","Магазин-02",2017-07-31,NA,4.914,932.99
"Персик Казахстан","Магазин-02",2017-08-01,NA,0.816,130.55
"Персик Казахстан","Магазин-02",2017-08-02,NA,12.77,2041.47
"Персик Казахстан","Магазин-02",2017-08-03,NA,3.378,540.21
"Персик Казахстан","Магазин-02",2017-08-04,NA,18.016,2881.55
"Персик Казахстан","Магазин-02",2017-08-05,NA,3.584,573.4
"Персик Казахстан","Магазин-02",2017-08-09,NA,10.685,2349.82
"Персик Казахстан","Магазин-02",2017-08-10,NA,2.03,446.55
"Персик Казахстан","Магазин-03",2017-07-23,NA,0.404,88.88
"Персик Казахстан","Магазин-03",2017-07-24,NA,1.222,268.84
"Персик Казахстан","Магазин-03",2017-07-25,NA,0.374,82.28
"Персик Казахстан","Магазин-03",2017-07-27,NA,10.161,1930.47
"Персик Казахстан","Магазин-03",2017-07-28,NA,20.662,3924.94
"Персик Казахстан","Магазин-03",2017-07-29,NA,16.062,3051.06
"Персик Казахстан","Магазин-03",2017-07-30,NA,22.914,4352.51
"Персик Казахстан","Магазин-03",2017-07-31,NA,9.95,1890.22
"Персик Казахстан","Магазин-03",2017-08-01,NA,26.606,4256.51
"Персик Казахстан","Магазин-03",2017-08-02,NA,16.844,2694.4
"Персик Казахстан","Магазин-03",2017-08-03,NA,12.29,1965.7
"Персик Казахстан","Магазин-03",2017-08-04,NA,17.09,2733.62
"Персик Казахстан","Магазин-03",2017-08-05,NA,27.614,4417.15
"Персик Казахстан","Магазин-03",2017-08-06,NA,24.222,3873.45
"Персик Казахстан","Магазин-03",2017-08-07,NA,5.158,979.97
"Персик Казахстан","Магазин-03",2017-08-08,NA,5.806,1277.11
"Персик Казахстан","Магазин-03",2017-08-09,NA,5.938,1305.88
"Персик Казахстан","Магазин-03",2017-08-11,NA,19.706,3152.23
"Персик Казахстан","Магазин-03",2017-08-12,NA,1.346,215.35
"Персик Казахстан","Магазин-04",2017-07-28,NA,40.868,7763.61
"Персик Казахстан","Магазин-04",2017-07-29,NA,20.89,3968.71
"Персик Казахстан","Магазин-04",2017-07-30,NA,44.458,8446.3
"Персик Казахстан","Магазин-04",2017-07-31,NA,45.362,8617.98
"Персик Казахстан","Магазин-04",2017-08-01,NA,19.508,3120.22
"Персик Казахстан","Магазин-04",2017-08-02,NA,38.99,6237.24
"Персик Казахстан","Магазин-04",2017-08-03,NA,18.404,2944.03
"Персик Казахстан","Магазин-04",2017-08-04,NA,9.174,1467.25
"Персик Казахстан","Магазин-04",2017-08-05,NA,53.29,8525.78
"Персик Казахстан","Магазин-04",2017-08-06,NA,256.528,41036.07
"Персик Казахстан","Магазин-04",2017-08-07,NA,20.814,3953.56
"Персик Казахстан","Магазин-04",2017-08-08,NA,46.47,3744.39
"Персик Казахстан","Магазин-04",2017-08-09,NA,126.166,10090.21
"Персик Казахстан","Магазин-05",2017-07-28,NA,16.022,3043.91
"Персик Казахстан","Магазин-05",2017-07-29,NA,36.174,6871.48
"Персик Казахстан","Магазин-05",2017-07-30,NA,23.262,4418.37
"Персик Казахстан","Магазин-05",2017-07-31,NA,16.038,3045.31
"Персик Казахстан","Магазин-05",2017-08-01,NA,17.826,2851.41
"Персик Казахстан","Магазин-05",2017-08-02,NA,27.216,4352.26
"Персик Казахстан","Магазин-05",2017-08-03,NA,8.336,1333.37
"Персик Казахстан","Магазин-05",2017-08-04,NA,16.586,2653.48
"Персик Казахстан","Магазин-05",2017-08-05,NA,27.792,4445.85
"Персик Казахстан","Магазин-05",2017-08-06,NA,57.272,9160.34
"Персик Казахстан","Магазин-05",2017-08-07,NA,7.084,1345.9
"Персик Казахстан","Магазин-05",2017-08-08,NA,62.308,3030.94
"Персик Казахстан","Магазин-05",2017-08-12,NA,8.274,1323.76
"Персик Казахстан","Магазин-05",2017-08-13,NA,25.022,1626.47
"Персик Казахстан","Магазин-05",2017-08-14,NA,1.992,39.84
"Персик Казахстан","Магазин-05",2017-08-15,NA,15.636,2500.88
"Персик Казахстан","Магазин-05",2017-08-16,NA,5.15,823.97
"Персик Казахстан","Магазин-06",2017-07-27,NA,13.995,2657.56
"Персик Казахстан","Магазин-06",2017-07-28,NA,21.724,4126.11
"Персик Казахстан","Магазин-06",2017-07-29,NA,14.73,2797.39
"Персик Казахстан","Магазин-06",2017-07-30,NA,14.504,2754.27
"Персик Казахстан","Магазин-06",2017-07-31,NA,14.874,2825.5
"Персик Казахстан","Магазин-06",2017-08-01,NA,30.024,4802.2
"Персик Казахстан","Магазин-06",2017-08-02,NA,74.048,11844
"Персик Казахстан","Магазин-06",2017-08-03,NA,50.776,8122.39
"Персик Казахстан","Магазин-06",2017-08-04,NA,37.966,6071.79
"Персик Казахстан","Магазин-06",2017-08-05,NA,46.817,7488.85
"Персик Казахстан","Магазин-06",2017-08-06,NA,72.195,11547.14
"Персик Казахстан","Магазин-06",2017-08-07,NA,50.502,9592.03
"Персик Казахстан","Магазин-06",2017-08-08,NA,90.802,9636.31
"Персик Казахстан","Магазин-06",2017-08-09,NA,239.106,18025.09
"Персик Казахстан","Магазин-06",2017-08-10,NA,156.474,12511.26
"Персик Казахстан","Магазин-06",2017-08-11,NA,40.098,6414.38
"Персик Казахстан","Магазин-06",2017-08-12,NA,7.802,1248.22
"Персик Казахстан","Магазин-06",2017-08-13,NA,33.022,3823.02
"Персик Казахстан","Магазин-06",2017-08-14,NA,0.276,60.72
"Персик Казахстан","Магазин-06",2017-08-16,NA,1.092,240.24
"Персик Казахстан","Магазин-06",2017-08-18,NA,0.134,29.48
"Персик Казахстан","Магазин-06",2017-08-22,NA,0.108,23.76
"Персик Казахстан","Магазин-06",2017-08-24,NA,0.432,95.04
"Персик Казахстан","Магазин-07",2017-07-27,NA,31.216,5930.27
"Персик Казахстан","Магазин-07",2017-07-28,NA,45.228,8592.07
"Персик Казахстан","Магазин-07",2017-07-29,NA,43.91,8341.84
"Персик Казахстан","Магазин-07",2017-07-30,NA,136.718,25970.72
"Персик Казахстан","Магазин-07",2017-07-31,NA,124.662,23679.66
"Персик Казахстан","Магазин-07",2017-08-01,NA,23.104,3696.24
"Персик Казахстан","Магазин-07",2017-08-02,NA,140.422,22462.6
"Персик Казахстан","Магазин-07",2017-08-03,NA,180.172,28819.44
"Персик Казахстан","Магазин-07",2017-08-04,NA,181.592,29047.41
"Персик Казахстан","Магазин-07",2017-08-05,NA,159.858,25570.7
"Персик Казахстан","Магазин-07",2017-08-06,NA,101.484,16233.38
"Персик Казахстан","Магазин-07",2017-08-07,NA,140.918,14033
"Персик Казахстан","Магазин-07",2017-08-08,NA,707.113,29168.77
"Персик Казахстан","Магазин-07",2017-08-09,NA,5.938,243.39
"Персик Казахстан","Магазин-07",2017-08-12,NA,79.548,12724.1
"Персик Казахстан","Магазин-08",2017-07-22,NA,1.508,331.76
"Персик Казахстан","Магазин-08",2017-07-23,NA,0.752,165.44
"Персик Казахстан","Магазин-08",2017-07-24,NA,1.962,431.64
"Персик Казахстан","Магазин-08",2017-07-25,NA,0.679,149.11
"Персик Казахстан","Магазин-08",2017-07-28,NA,11.084,2104.45
"Персик Казахстан","Магазин-08",2017-07-29,NA,16.274,3091.65
"Персик Казахстан","Магазин-08",2017-07-30,NA,10.314,1958.86
"Персик Казахстан","Магазин-08",2017-07-31,NA,5.452,1035.34
"Персик Казахстан","Магазин-08",2017-08-01,NA,14.9,2383.66
"Персик Казахстан","Магазин-08",2017-08-02,NA,11.949,1911.74
"Персик Казахстан","Магазин-08",2017-08-03,NA,44.986,7195.11
"Персик Казахстан","Магазин-08",2017-08-04,NA,41.18,6587.22
"Персик Казахстан","Магазин-08",2017-08-05,NA,68.614,10974.48
"Персик Казахстан","Магазин-08",2017-08-06,NA,89.04,14243.23
"Персик Казахстан","Магазин-08",2017-08-07,NA,39.106,7425.4
"Персик Казахстан","Магазин-08",2017-08-08,NA,957.5,132236.48
"Персик Казахстан","Магазин-08",2017-08-09,NA,310.54,24832.53
"Персик Казахстан","Магазин-08",2017-08-10,NA,132.091,10563.14
"Персик Казахстан","Магазин-08",2017-08-11,NA,0.672,53.75
"Персик Казахстан","Магазин-09",2017-07-28,NA,34.492,6550.84
"Персик Казахстан","Магазин-09",2017-07-29,NA,37.598,7142.22
"Персик Казахстан","Магазин-09",2017-07-30,NA,45.422,8628.57
"Персик Казахстан","Магазин-09",2017-07-31,NA,53.432,10146.92
"Персик Казахстан","Магазин-09",2017-08-01,NA,53.62,8576.46
"Персик Казахстан","Магазин-09",2017-08-02,NA,41.278,6602.68
"Персик Казахстан","Магазин-09",2017-08-03,NA,69.384,11098.49
"Персик Казахстан","Магазин-09",2017-08-04,NA,38.704,6191.38
"Персик Казахстан","Магазин-09",2017-08-05,NA,60.292,9645.39
"Персик Казахстан","Магазин-09",2017-08-07,NA,13.766,2615
"Персик Казахстан","Магазин-09",2017-08-08,NA,43.236,4091.66
"Персик Казахстан","Магазин-09",2017-08-09,NA,461.324,23075.44
"Персик Казахстан","Магазин-09",2017-08-10,NA,209.916,10489.66
"Персик Казахстан","Магазин-09",2017-08-11,NA,9.8,1567.74
"Персик Казахстан","Магазин-10",2017-07-26,NA,5.86,1279.19
"Персик Казахстан","Магазин-10",2017-07-27,NA,10.426,1974.24
"Персик Казахстан","Магазин-10",2017-07-28,NA,8.52,1618.6
"Персик Казахстан","Магазин-10",2017-07-29,NA,10.074,1913.85
"Персик Казахстан","Магазин-10",2017-07-30,NA,6.808,1292.34
"Персик Казахстан","Магазин-10",2017-07-31,NA,12.326,2341.06
"Персик Казахстан","Магазин-10",2017-08-01,NA,12.494,2373.6
"Персик Казахстан","Магазин-10",2017-08-02,NA,20.316,3249.65
"Персик Казахстан","Магазин-10",2017-08-03,NA,13.98,2235.68
"Персик Казахстан","Магазин-10",2017-08-04,NA,11.558,1849.01
"Персик Казахстан","Магазин-10",2017-08-05,NA,13.724,2195.59
"Персик Казахстан","Магазин-10",2017-08-06,NA,9.796,1566.68
"Персик Казахстан","Магазин-10",2017-08-07,NA,7.12,1352.19
"Персик Казахстан","Магазин-10",2017-08-08,NA,8.522,1618.64
"Персик Казахстан","Магазин-10",2017-08-09,NA,2.356,447.61
"Персик Казахстан","Магазин-10",2017-08-10,NA,6.56,1245.99
"Персик Казахстан","Магазин-10",2017-08-11,NA,7.332,1173.04
"Персик Казахстан","Магазин-10",2017-08-12,NA,0.376,60.16
"Персик Казахстан","Магазин-10",2017-08-13,NA,16.316,2610.22
"Персик Казахстан","Магазин-10",2017-08-14,NA,5.472,874.95
"Персик Казахстан","Магазин-10",2017-08-15,NA,3.912,625.89
"Персик Казахстан","Магазин-10",2017-08-16,NA,4.778,764.24
"Персик Казахстан","Магазин-10",2017-08-17,NA,1.702,272.3
"Персик Казахстан","Магазин-11",2017-07-27,NA,22.71,4270.79
"Персик Казахстан","Магазин-11",2017-07-28,NA,27.268,5179.11
"Персик Казахстан","Магазин-11",2017-07-29,NA,56.618,10755.01
"Персик Казахстан","Магазин-11",2017-07-30,NA,58.032,11023.61
"Персик Казахстан","Магазин-11",2017-07-31,NA,52.818,10033.43
"Персик Казахстан","Магазин-11",2017-08-01,NA,35.56,6755.12
"Персик Казахстан","Магазин-11",2017-08-02,NA,71.01,11643.74
"Персик Казахстан","Магазин-11",2017-08-03,NA,43.764,7000.05
"Персик Казахстан","Магазин-11",2017-08-04,NA,165.538,13237.68
"Персик Казахстан","Магазин-11",2017-08-05,NA,227.81,18220.02
"Персик Казахстан","Магазин-11",2017-08-06,NA,315.686,25248.62
"Персик Казахстан","Магазин-11",2017-08-07,NA,280.668,19120.96
"Персик Казахстан","Магазин-11",2017-08-08,NA,79.012,4738.79
"Персик Казахстан","Магазин-12",2017-07-26,NA,11.546,2539.99
"Персик Казахстан","Магазин-12",2017-07-27,NA,82.306,15519.03
"Персик Казахстан","Магазин-12",2017-07-28,NA,44.806,8510.34
"Персик Казахстан","Магазин-12",2017-07-29,NA,93.812,17820.47
"Персик Казахстан","Магазин-12",2017-07-30,NA,66.572,12644.35
"Персик Казахстан","Магазин-12",2017-07-31,NA,71.71,13620.03
"Персик Казахстан","Магазин-12",2017-08-01,NA,33.628,6386.95
"Персик Казахстан","Магазин-12",2017-08-02,NA,0.836,133.75
"Персик Казахстан","Магазин-12",2017-08-03,NA,30.578,4891.53
"Персик Казахстан","Магазин-12",2017-08-04,NA,44.016,7040.81
"Персик Казахстан","Магазин-12",2017-08-05,NA,30.116,4818.3
"Персик Казахстан","Магазин-12",2017-08-06,NA,40.74,6517.16
"Персик Казахстан","Магазин-12",2017-08-07,NA,3.346,635.3
"Персик Казахстан","Магазин-12",2017-08-08,NA,32.52,6175.96
"Персик Казахстан","Магазин-12",2017-08-14,NA,16.766,2681.99
"Персик Казахстан","Магазин-12",2017-08-15,NA,15.674,2506.39
"Персик Казахстан","Магазин-12",2017-08-16,NA,6.51,1041.21
"Персик Казахстан","Магазин-13",2017-07-30,NA,0.434,82.46
"Персик Казахстан","Магазин-13",2017-08-14,NA,1.086,195.48
"Персик Казахстан","Магазин-13",2017-08-19,NA,1.39,250.2
"Персик Казахстан","Магазин-13",2017-08-23,NA,0.378,68.04
"Персик Казахстан","Магазин-13",2017-08-24,NA,0.262,47.16
"Персик Казахстан","Магазин-13",2017-09-25,NA,0.026,4.16
"Персик Казахстан","Магазин-14",2017-07-27,NA,5.266,999.69
"Персик Казахстан","Магазин-14",2017-07-28,NA,3.99,757.9
"Персик Казахстан","Магазин-14",2017-07-29,NA,10.822,2055.7
"Персик Казахстан","Магазин-14",2017-07-31,NA,0.72,136.79
"Персик Казахстан","Магазин-14",2017-08-06,NA,2.102,462.19
"Персик Казахстан","Магазин-14",2017-08-07,NA,0.38,83.55
"Персик Казахстан","Магазин-14",2017-08-09,NA,0.552,121.37
"Персик Казахстан","Магазин-14",2017-08-11,NA,9.046,1989.03
"Персик Казахстан","Магазин-14",2017-08-12,NA,9.326,1677.21
"Персик Казахстан","Магазин-14",2017-08-13,NA,0.476,85.68
"Персик Казахстан","Магазин-14",2017-08-15,NA,3.818,686.76
"Персик Казахстан","Магазин-15",2017-07-28,NA,5.14,1005.94
"Персик Казахстан","Магазин-15",2017-07-29,NA,2.069,392.63
"Персик Казахстан","Магазин-15",2017-07-30,NA,2.298,436.61
"Персик Казахстан","Магазин-15",2017-07-31,NA,1.08,205.19
"Персик Казахстан","Магазин-15",2017-08-01,NA,1.814,344.65
"Персик Казахстан","Магазин-15",2017-08-02,NA,3.45,655.46
"Персик Казахстан","Магазин-15",2017-08-03,NA,1.604,352.69
"Персик Казахстан","Магазин-15",2017-08-04,NA,0.712,156.55
"Персик Казахстан","Магазин-15",2017-08-05,NA,1.818,399.75
"Персик Казахстан","Магазин-15",2017-08-06,NA,4.72,1037.83
"Персик Казахстан","Магазин-15",2017-08-07,NA,0.664,146
"Персик Казахстан","Магазин-15",2017-08-08,NA,0.52,114.34
"Персик Казахстан","Магазин-15",2017-08-09,NA,1.438,316.19
"Персик Казахстан","Магазин-15",2017-08-11,NA,0.428,94.11
"Персик Казахстан","Магазин-15",2017-08-12,NA,0.248,44.64
"Персик Казахстан","Магазин-15",2017-08-14,NA,0.302,54.36
"Персик Казахстан","Магазин-15",2017-08-15,NA,0.282,50.76
"Персик Казахстан","Магазин-15",2017-08-16,NA,0.222,39.96
"Персик Казахстан","Магазин-15",2017-08-20,NA,0.716,128.88
"Персик Казахстан","Магазин-15",2017-09-26,NA,4.82,867.41
"Персик Казахстан","Магазин-15",2017-09-27,NA,5.664,1019.47
"Персик Казахстан","Магазин-15",2017-09-28,NA,2.03,365.38
"Персик Казахстан","Магазин-16",2017-07-26,NA,0.648,138.27
"Персик Казахстан","Магазин-16",2017-07-28,NA,16.528,3139.57
"Персик Казахстан","Магазин-16",2017-07-29,NA,8.5,1614.8
"Персик Казахстан","Магазин-16",2017-07-30,NA,10.727,2037.73
"Персик Казахстан","Магазин-16",2017-07-31,NA,20.36,3867.5
"Персик Казахстан","Магазин-16",2017-08-01,NA,13.216,2510.72
"Персик Казахстан","Магазин-16",2017-08-02,NA,26.632,4259.8
"Персик Казахстан","Магазин-16",2017-08-03,NA,18.148,2902.13
"Персик Казахстан","Магазин-16",2017-08-04,NA,6.2,991.93
"Персик Казахстан","Магазин-16",2017-08-05,NA,22.312,3569.63
"Персик Казахстан","Магазин-16",2017-08-06,NA,2.534,405.15
"Персик Казахстан","Магазин-16",2017-08-07,NA,3.594,682.41
"Персик Казахстан","Магазин-16",2017-08-08,NA,10.144,1926.74
"Персик Казахстан","Магазин-16",2017-08-09,NA,3.696,702.21
"Персик Казахстан","Магазин-16",2017-08-10,NA,10.854,2061.82
"Персик Казахстан","Магазин-16",2017-08-11,NA,1.63,260.79
"Персик Казахстан","Магазин-16",2017-08-12,NA,2.824,451.22
"Персик Казахстан","Магазин-16",2017-08-13,NA,8.6,1374.66
"Персик Казахстан","Магазин-16",2017-08-14,NA,5.996,959.29
"Персик Казахстан","Магазин-16",2017-08-15,NA,6.95,1111.32
"Персик Казахстан","Магазин-16",2017-08-16,NA,0.472,75.52
"Персик Казахстан","Магазин-16",2017-08-22,NA,13.818,2209.28
"Персик Казахстан","Магазин-16",2017-08-23,NA,7.616,1218.36
"Персик Казахстан","Магазин-17",2017-07-18,NA,15.316,3367.05
"Персик Казахстан","Магазин-17",2017-07-19,NA,9.992,2196.15
"Персик Казахстан","Магазин-17",2017-07-20,NA,20.182,3832.47
"Персик Казахстан","Магазин-17",2017-07-21,NA,12.728,2417.92
"Персик Казахстан","Магазин-17",2017-07-22,NA,14.3,2716.85
"Персик Казахстан","Магазин-17",2017-07-23,NA,15.522,2948.55
"Персик Казахстан","Магазин-17",2017-07-24,NA,3.414,648.63
"Персик Казахстан","Магазин-17",2017-07-25,NA,5.302,1007.15
"Персик Казахстан","Магазин-17",2017-07-26,NA,10.508,1995.58
"Персик Казахстан","Магазин-17",2017-07-27,NA,9.886,1877.51
"Персик Казахстан","Магазин-17",2017-07-28,NA,10.866,2064.4
"Персик Казахстан","Магазин-17",2017-07-29,NA,14.536,2761.56
"Персик Казахстан","Магазин-17",2017-07-30,NA,2.894,549.84
"Персик Казахстан","Магазин-17",2017-07-31,NA,4.16,790.36
"Персик Казахстан","Магазин-17",2017-08-03,NA,0.466,102.46
"Персик Казахстан","Магазин-17",2017-08-05,NA,23.452,5156.04
"Персик Казахстан","Магазин-17",2017-08-06,NA,13.238,2910.45
"Персик Казахстан","Магазин-17",2017-08-07,NA,6.206,1364.57
"Персик Казахстан","Магазин-17",2017-08-08,NA,1.078,237.03
"Персик Казахстан","Магазин-17",2017-08-09,NA,0.65,142.92
"Персик Казахстан","Магазин-17",2017-08-10,NA,12.404,2727.05
"Персик Казахстан","Магазин-17",2017-08-11,NA,6.804,1496.03
"Персик Казахстан","Магазин-17",2017-08-14,NA,17.948,3229.66
"Персик Казахстан","Магазин-17",2017-08-15,NA,6.59,1186.15
"Персик Казахстан","Магазин-17",2017-08-16,NA,0.08,14.4
"Персик Казахстан","Магазин-17",2017-08-17,NA,23.666,4258.93
"Персик Казахстан","Магазин-17",2017-08-18,NA,22.898,4120.99
"Персик Казахстан","Магазин-17",2017-08-22,NA,20.024,3602.07
"Персик Казахстан","Магазин-17",2017-08-23,NA,5.112,919.38
"Персик Казахстан","Магазин-17",2017-09-02,NA,1.13,203.39
"Персик Казахстан","Магазин-18",2017-07-26,NA,25.098,5460.83
"Персик Казахстан","Магазин-18",2017-07-27,NA,35.828,6791.35
"Персик Казахстан","Магазин-18",2017-07-28,NA,25.928,4924.71
"Персик Казахстан","Магазин-18",2017-07-29,NA,43,8166.99
"Персик Казахстан","Магазин-18",2017-07-30,NA,35.404,6724.45
"Персик Казахстан","Магазин-18",2017-07-31,NA,23.308,4426.14
"Персик Казахстан","Магазин-18",2017-08-01,NA,19.126,3633.03
"Персик Казахстан","Магазин-18",2017-08-02,NA,29.1,4654.3
"Персик Казахстан","Магазин-18",2017-08-03,NA,17.82,2850.75
"Персик Казахстан","Магазин-18",2017-08-04,NA,17.508,2801.1
"Персик Казахстан","Магазин-18",2017-08-05,NA,16.22,2594.58
"Персик Казахстан","Магазин-18",2017-08-06,NA,14.982,2396.96
"Персик Казахстан","Магазин-18",2017-08-07,NA,7.488,1421.76
"Персик Казахстан","Магазин-18",2017-08-08,NA,2.474,470.04
"Персик Казахстан","Магазин-18",2017-08-09,NA,8.014,1521.85
"Персик Казахстан","Магазин-18",2017-08-10,NA,12.31,2337.45
"Персик Казахстан","Магазин-18",2017-08-11,NA,6.506,1040.9
"Персик Казахстан","Магазин-18",2017-08-12,NA,8.048,1287.53
"Персик Казахстан","Магазин-18",2017-08-13,NA,29.558,4728.3
"Персик Казахстан","Магазин-18",2017-08-14,NA,3,479.62
"Персик Казахстан","Магазин-18",2017-08-15,NA,6.796,1087.02
"Персик Казахстан","Магазин-18",2017-08-16,NA,9.994,1598.82
"Персик Казахстан","Магазин-18",2017-08-17,NA,5.672,906.7
"Персик Казахстан","Магазин-18",2017-08-18,NA,0.186,29.76
"Персик Казахстан","Магазин-18",2017-08-26,NA,2.81,449.56
"Персик Казахстан","Магазин-18",2017-08-27,NA,3.524,563.8
"Персик Казахстан","Магазин-18",2017-08-28,NA,4.398,703.63
"Персик Казахстан","Магазин-18",2017-08-29,NA,1.154,184.63
"Персик Казахстан","Магазин-18",2017-09-02,NA,2.67,426.72
"Персик Казахстан","Магазин-19",2017-07-29,NA,2.528,480.3
"Персик Казахстан","Магазин-19",2017-07-30,NA,1.776,337.42
"Персик Казахстан","Магазин-19",2017-07-31,NA,1.504,285.52
"Персик Казахстан","Магазин-19",2017-08-01,NA,1.594,302.84
"Персик Казахстан","Магазин-19",2017-08-02,NA,1.092,207.46
"Персик Казахстан","Магазин-19",2017-08-08,NA,5.76,1294.86
"Персик Казахстан","Магазин-19",2017-08-09,NA,1.502,337.29
"Персик Казахстан","Магазин-19",2017-08-10,NA,3.42,768.31
"Персик Казахстан","Магазин-19",2017-08-11,NA,1.03,231.63
"Персик Казахстан","Магазин-19",2017-08-20,NA,1.464,329.22
"Персик Казахстан","Магазин-19",2017-08-21,NA,5.542,1245.93
"Персик Казахстан","Магазин-19",2017-08-22,NA,4.192,941.68
"Персик Казахстан","Магазин-19",2017-08-23,NA,4.54,1020.15
"Персик Казахстан","Магазин-19",2017-08-24,NA,0.726,163.26
"Персик Казахстан","Магазин-19",2017-08-25,NA,1.95,437.91
"Персик Казахстан","Магазин-19",2017-08-26,NA,4.646,1044.79
"Персик Казахстан","Магазин-19",2017-08-27,NA,1.004,225.77
"Персик Казахстан","Магазин-19",2017-08-28,NA,2.286,514.08
"Персик Казахстан","Магазин-19",2017-08-30,NA,0.47,105.69
"Персик Казахстан","Магазин-19",2017-08-31,NA,0.408,91.34
"Персик Казахстан","Магазин-19",2017-09-01,NA,4.252,955.94
"Персик Казахстан","Магазин-19",2017-09-02,NA,1.124,252.77
"Персик Казахстан","Магазин-19",2017-09-03,NA,1.57,353.06
"Персик Казахстан","Магазин-19",2017-09-04,NA,1.704,382.98
"Персик Казахстан","Магазин-19",2017-09-05,NA,0.466,104.79
"Персик Казахстан","Магазин-19",2017-09-06,NA,2.628,590.98
"Персик Казахстан","Магазин-19",2017-09-07,NA,1.298,291.82
"Персик Казахстан","Магазин-19",2017-09-08,NA,1.232,277.05
"Персик Казахстан","Магазин-19",2017-09-09,NA,0.572,128.63
"Персик Казахстан","Магазин-19",2017-09-11,NA,0.55,123.68
"Персик Казахстан","Магазин-20",2017-07-21,NA,2.732,518.84
"Персик Казахстан","Магазин-20",2017-07-22,NA,2.156,409.2
"Персик Казахстан","Магазин-20",2017-07-23,NA,1.008,191.51
"Персик Казахстан","Магазин-20",2017-07-24,NA,1.942,368.65
"Персик Казахстан","Магазин-20",2017-07-25,NA,1.926,365.91
"Персик Казахстан","Магазин-20",2017-07-26,NA,1.546,293.38
"Персик Казахстан","Магазин-20",2017-07-27,NA,0.226,42.94
"Персик Казахстан","Магазин-20",2017-07-28,NA,1.34,254.58
"Персик Казахстан","Магазин-20",2017-07-29,NA,0.598,113.62
"Персик Казахстан","Магазин-20",2017-07-31,NA,0.192,36.48
"Персик Казахстан","Магазин-20",2017-08-02,NA,0.474,90.06
"Персик Казахстан","Магазин-20",2017-08-03,NA,0.29,63.77
"Персик Казахстан","Магазин-20",2017-08-04,NA,0.838,184.26
"Персик Казахстан","Магазин-20",2017-08-05,NA,4.678,1028.11
"Персик Казахстан","Магазин-20",2017-08-06,NA,0.528,116.01
"Персик Казахстан","Магазин-20",2017-08-07,NA,0.598,131.49
"Персик Казахстан","Магазин-20",2017-08-08,NA,1.142,251.11
"Персик Казахстан","Магазин-20",2017-08-09,NA,0.594,130.61
"Персик Казахстан","Магазин-20",2017-08-10,NA,0.486,106.86
"Персик Казахстан","Магазин-20",2017-08-13,NA,0.23,41.4
"Персик Казахстан","Магазин-20",2017-08-14,NA,0.616,110.87
"Персик Казахстан","Магазин-20",2017-08-15,NA,2.26,406.32
"Персик Казахстан","Магазин-20",2017-08-16,NA,1.556,280.06
"Персик Казахстан","Магазин-20",2017-08-17,NA,1.204,216.71
"Персик Казахстан","Магазин-20",2017-08-18,NA,2.316,416.86
"Персик Казахстан","Магазин-20",2017-08-19,NA,2.074,373.11
"Персик Казахстан","Магазин-20",2017-08-20,NA,5.01,901.26
"Персик Казахстан","Магазин-20",2017-08-21,NA,2.042,367.51
"Персик Казахстан","Магазин-20",2017-08-22,NA,2.568,461.84
"Персик Казахстан","Магазин-20",2017-08-23,NA,2.72,489.57
"Персик Казахстан","Магазин-20",2017-08-24,NA,0.2,36
"Персик Казахстан","Магазин-20",2017-08-26,NA,1.612,289.97
"Персик Казахстан","Магазин-20",2017-08-27,NA,0.46,82.8
"Персик Казахстан","Магазин-20",2017-08-28,NA,0.832,149.76
"Персик Казахстан","Магазин-20",2017-08-29,NA,2.122,381.94
"Персик Казахстан","Магазин-20",2017-08-30,NA,1.114,200.52
"Персик Казахстан","Магазин-20",2017-08-31,NA,2.666,479.41
"Персик Казахстан","Магазин-20",2017-09-01,NA,3.826,688.21
"Персик Казахстан","Магазин-20",2017-09-03,NA,1.428,257.02
