"timestamp","delta_time","bandwidth_in","bandwidth_out"
"20/04/2015 21:58:30",3610,6.65460110,0.58410263
"20/04/2015 22:59:08",3638,5.59764862,0.48902896
"20/04/2015 23:59:16",3608,4.84424162,0.48969564
"21/04/2015 00:59:10",3594,4.79354620,0.48512867
"21/04/2015 01:59:15",3605,5.12524176,0.48862040
"21/04/2015 02:59:20",3605,4.48439789,0.46974701
"21/04/2015 03:59:18",3598,4.54060936,0.47480357
"21/04/2015 04:59:26",3608,4.62609196,0.47231063
"21/04/2015 05:59:35",3609,4.52316952,0.46790984
"21/04/2015 06:59:29",3594,4.45748997,0.41270193
"21/04/2015 07:59:35",3606,4.71166468,0.53363067
"21/04/2015 08:59:41",3606,11.30964851,0.86874729
"21/04/2015 09:59:31",3590,21.60349464,1.76051331
"21/04/2015 10:59:26",3595,35.44097519,2.37315965
"21/04/2015 11:59:51",3625,30.55440712,2.08711600
"21/04/2015 12:59:44",3593,25.83532143,2.87039661
"21/04/2015 13:59:49",3605,44.08580780,2.46798038
"21/04/2015 14:59:29",3580,46.20465088,2.68093491
"21/04/2015 15:59:50",3621,46.83324432,2.67533851
"21/04/2015 16:59:24",3574,40.19929886,2.70750856
"21/04/2015 17:59:39",3615,23.69775200,5.37349415
"21/04/2015 18:59:54",3615,14.94223404,1.27365553
"21/04/2015 19:58:53",3539,5.08357143,0.58698779
"21/04/2015 20:59:49",3656,11.37571239,0.51508766
"21/04/2015 21:59:35",3586,1.27161014,0.17096645
"21/04/2015 22:59:26",3591,0.81032705,0.17171732
"21/04/2015 23:59:33",3607,0.91807222,0.13549207
"22/04/2015 00:59:06",3573,0.46757296,0.12166549
"22/04/2015 01:59:03",3597,0.35108745,0.10891227
"22/04/2015 02:59:13",3610,0.25929037,0.10019828
"22/04/2015 03:59:19",3606,0.36356768,0.10296042
"22/04/2015 04:59:18",3599,0.36268005,0.10794017
"22/04/2015 05:59:24",3606,0.59598476,0.12624839
"22/04/2015 06:59:35",3611,0.28902620,0.11099122
"22/04/2015 07:59:40",3605,0.46872130,0.25674322
"22/04/2015 08:59:33",3593,8.53281116,0.54373002
"22/04/2015 09:58:24",3531,13.91666222,1.15054214
"22/04/2015 10:59:19",3655,24.12081528,1.73908877
"22/04/2015 11:59:20",3601,40.89674759,3.26310945
"22/04/2015 12:59:07",3587,68.98666382,3.87440729
"22/04/2015 13:59:16",3609,31.36039543,2.35661316
"22/04/2015 14:59:29",3613,34.64516830,2.49910426
"22/04/2015 15:59:16",3587,30.03462601,2.24467182
"22/04/2015 16:59:51",3635,31.49667358,2.37715626
"22/04/2015 17:59:19",3568,25.65124321,2.11351538
"22/04/2015 18:58:47",3568,16.07216072,1.42955565
"22/04/2015 19:59:32",3645,8.20584774,0.67159957
"22/04/2015 20:59:38",3606,5.77652836,0.58972353
"22/04/2015 21:59:39",3601,4.69857788,0.53162605
"22/04/2015 22:59:39",3600,4.53377295,0.46257806
"22/04/2015 23:59:43",3604,4.65000439,0.45423892
"23/04/2015 00:59:35",3592,4.76721668,0.46766695
"23/04/2015 01:59:43",3608,4.48211527,0.46129552
"23/04/2015 02:59:50",3607,4.45376301,0.45589888
"23/04/2015 03:59:49",3599,4.46931267,0.45670739
"23/04/2015 04:59:57",3608,3.32293940,0.33190686
"23/04/2015 05:59:04",3547,0.41441408,0.09825517
"23/04/2015 06:59:56",3652,0.41020441,0.11486177
"23/04/2015 07:59:54",3598,2.68807888,0.23937267
"23/04/2015 08:59:39",3585,11.89987469,1.09164512
"23/04/2015 09:59:41",3602,19.65295029,1.87917244
"23/04/2015 10:59:48",3607,32.19787216,2.06972575
"23/04/2015 11:59:26",3578,32.41706848,3.28747845
"23/04/2015 12:58:41",3555,35.03935242,17.60890579
"23/04/2015 13:59:30",3649,29.02710152,1.93567598
"23/04/2015 14:59:05",3575,23.61513710,2.21510530
"23/04/2015 15:59:39",3634,26.79681969,2.07965660
"23/04/2015 16:59:17",3578,27.41407585,2.38895249
"23/04/2015 17:59:43",3626,32.66515732,2.70052218
"23/04/2015 18:59:08",3565,10.23500061,1.16207933
"23/04/2015 19:59:07",3599,5.72824907,0.63161826
"23/04/2015 20:59:14",3607,2.06723952,0.31615454
"23/04/2015 21:59:22",3608,0.63027090,0.14319290
"23/04/2015 22:59:20",3598,0.67574221,4.28703833
"23/04/2015 23:59:28",3608,0.28049952,0.13277934
"24/04/2015 00:59:39",3611,0.57240218,0.11515906
"24/04/2015 01:59:35",3596,0.72688192,0.12735885
"24/04/2015 02:59:44",3609,0.39676738,0.10207421
"24/04/2015 03:59:51",3607,1.24495566,0.12193506
"24/04/2015 04:59:45",3594,0.32369366,0.10389924
"24/04/2015 05:59:53",3608,0.22088346,0.09713226
"24/04/2015 06:59:05",3552,0.24781340,0.09732338
"24/04/2015 07:59:59",3654,1.46208704,0.14292113
"24/04/2015 08:59:05",3546,7.83060122,0.50391775
"24/04/2015 09:59:07",3602,17.21035576,1.94691455
"24/04/2015 10:59:53",3646,44.71186447,2.52029133
"24/04/2015 11:59:34",3581,41.55380249,2.36357856
"24/04/2015 12:58:12",3518,31.44800568,2.12250113
"24/04/2015 13:59:13",3661,37.86526108,2.13552761
"24/04/2015 14:59:51",3638,65.51694489,3.27019787
"24/04/2015 15:59:30",3579,46.96355438,2.59858298
"24/04/2015 16:59:01",3571,46.82115936,2.75370502
"24/04/2015 17:59:35",3634,14.44294262,1.11057508
"24/04/2015 18:59:11",3576,11.16835213,0.87470901
"24/04/2015 19:59:10",3599,6.96945381,0.50489599
"24/04/2015 20:59:44",3634,4.85945606,0.35416141
"24/04/2015 21:59:07",3563,5.74375916,0.35060403
"24/04/2015 22:59:18",3611,6.60534525,0.40534747
"24/04/2015 23:59:07",3589,6.06786394,0.50890660
"25/04/2015 00:59:11",3604,7.50296926,0.54805368
"25/04/2015 01:58:16",3545,7.38582325,0.53174341
"25/04/2015 02:59:10",3654,6.54231405,0.51967973
"25/04/2015 03:59:18",3608,5.91725683,0.50722796
"25/04/2015 04:58:23",3545,5.49712801,0.49365523
"25/04/2015 05:59:15",3652,5.30032492,0.39594087
"25/04/2015 06:59:23",3608,5.72946882,0.49593899
"25/04/2015 07:58:28",3545,5.56494522,0.48955578
"25/04/2015 08:59:18",3650,4.77434015,0.51829046
"25/04/2015 09:59:21",3603,8.38195705,0.72798413
"25/04/2015 10:58:30",3549,8.87769699,0.72676700
"25/04/2015 11:59:12",3642,15.18432522,0.94955784
"25/04/2015 12:59:14",3602,14.36607742,0.91152489
"25/04/2015 13:58:15",3541,5.74537182,0.54210287
"25/04/2015 14:59:04",3649,6.17246628,0.88008827
"25/04/2015 15:59:31",3627,5.30249882,0.93839502
"25/04/2015 16:59:17",3586,6.08327913,1.22601700
"25/04/2015 17:59:45",3628,5.34110403,1.65430129
"25/04/2015 18:59:03",3558,5.12807035,1.44651771
"25/04/2015 19:58:58",3595,5.10726118,1.36432409
"25/04/2015 20:59:42",3644,5.49944162,1.46658659
"25/04/2015 21:59:46",3604,5.17936277,1.06490779
"25/04/2015 22:58:52",3546,4.69795513,0.47476146
"25/04/2015 23:59:38",3646,4.73067713,0.47539946
"26/04/2015 00:59:45",3607,4.84916115,0.43898004
"26/04/2015 01:58:48",3543,4.74830389,0.35069674
"26/04/2015 02:59:36",3648,4.37644434,0.42916742
"26/04/2015 03:59:43",3607,3.84363961,0.26599330
"26/04/2015 04:58:44",3541,0.56021404,0.07834576
"26/04/2015 05:59:35",3651,0.31017819,0.06807574
"26/04/2015 06:59:43",3608,0.31562704,0.06999422
"26/04/2015 07:58:47",3544,0.31729832,0.06984137
"26/04/2015 08:59:41",3654,0.31909421,0.06900044
"26/04/2015 09:59:47",3606,0.38390112,0.09089012
"26/04/2015 10:58:48",3541,0.44386056,0.08647592
"26/04/2015 11:59:36",3648,1.49326324,0.17379677
"26/04/2015 12:59:40",3604,0.72092408,0.09250834
"26/04/2015 13:58:45",3545,0.89964992,0.09348853
"26/04/2015 14:59:41",3656,0.35615155,0.09381830
"26/04/2015 15:59:48",3607,0.70148122,0.11217555
"26/04/2015 16:58:50",3542,1.27953696,0.15966046
"26/04/2015 17:59:41",3651,12.26735783,0.56982082
"26/04/2015 18:59:46",3605,0.71609187,0.09706299
"26/04/2015 19:58:56",3550,0.92549300,0.98782057
"26/04/2015 20:59:53",3657,1.02057314,0.78591096
"26/04/2015 21:59:58",3605,0.62609857,0.65909314
"26/04/2015 22:59:06",3548,1.00125027,0.70272630
"26/04/2015 23:59:03",3597,1.31925142,0.71335095
"27/04/2015 00:59:10",3607,0.66609204,0.70267671
"27/04/2015 01:59:18",3608,1.08297741,0.68864888
"27/04/2015 02:59:15",3597,0.69350046,0.61454076
"27/04/2015 03:59:19",3604,0.63261616,0.65667111
"27/04/2015 04:59:29",3610,0.64095700,0.66318333
"27/04/2015 05:59:25",3596,0.63573545,0.67723536
"27/04/2015 06:59:30",3605,0.68839234,0.68724757
"27/04/2015 07:59:34",3604,0.90937811,0.71132392
"27/04/2015 08:59:54",3620,11.77171326,1.11414027
"27/04/2015 09:58:36",3522,19.58890724,3.14564896
"27/04/2015 10:59:12",3636,32.61223984,5.31235456
"27/04/2015 11:59:09",3597,29.43639755,1.78423667
"27/04/2015 12:58:41",3572,36.05658340,4.42495489
"27/04/2015 13:59:29",3648,32.56442642,5.37371635
"27/04/2015 14:59:25",3596,26.49617004,1.64847374
"27/04/2015 15:59:39",3614,29.05610466,1.78501272
"27/04/2015 16:59:18",3579,24.59142685,1.72880948
"27/04/2015 17:59:19",3601,22.79585075,1.55907798
"27/04/2015 18:59:19",3600,16.72543335,1.49227870
"27/04/2015 19:59:22",3603,7.76097250,0.89066404
"27/04/2015 20:59:12",3590,7.44534397,0.69188344
"27/04/2015 21:58:25",3553,6.24761152,0.72186148
"27/04/2015 22:59:11",3646,5.42391348,0.34684673
"27/04/2015 23:59:24",3613,5.52148151,0.33013782
"28/04/2015 00:59:10",3586,6.42434168,0.34830794
"28/04/2015 01:59:19",3609,4.96382999,0.32187763
"28/04/2015 02:59:24",3605,5.00882053,0.30852196
"28/04/2015 03:59:18",3594,4.54081249,0.29927242
"28/04/2015 04:59:24",3606,3.30091357,0.23886205
"28/04/2015 05:59:26",3602,2.38278151,0.18720864
"28/04/2015 06:59:13",3587,2.31494284,0.19241679
"28/04/2015 07:59:20",3607,2.03268480,0.22943519
"28/04/2015 08:59:49",3629,7.74552441,0.44424671
"28/04/2015 09:59:50",3601,11.70644569,1.43059373
"28/04/2015 10:59:34",3584,29.41531944,2.47321582
"28/04/2015 11:59:17",3583,32.56381226,1.85713756
"28/04/2015 12:59:51",3634,24.15189362,1.46542799
"28/04/2015 13:59:04",3553,13.93636608,1.50382566
"28/04/2015 14:59:08",3604,18.95508766,1.44978166
"28/04/2015 15:59:46",3638,26.06054306,1.97689974
"28/04/2015 16:59:27",3581,19.52092171,1.98219633
"28/04/2015 17:59:49",3622,24.55800438,5.24308395
"28/04/2015 18:58:37",3528,13.86218262,1.24465108
"28/04/2015 19:59:53",3676,7.03280258,1.00993586
"28/04/2015 20:59:04",3551,2.84773159,1.15842891
"28/04/2015 21:59:19",3615,1.47509861,0.24156386
"28/04/2015 22:59:40",3621,1.13192511,0.26734897
"28/04/2015 23:59:40",3600,0.78724027,0.26028764
"29/04/2015 00:59:01",3561,0.84470391,0.14111380
"29/04/2015 01:59:25",3624,1.72401309,0.14921014
"29/04/2015 02:59:09",3584,1.04447436,0.12167565
"29/04/2015 03:59:58",3649,1.76440310,0.14223441
"29/04/2015 04:59:59",3601,0.75269037,0.10699023
"29/04/2015 05:59:27",3568,0.51660252,0.09688721
"29/04/2015 06:59:49",3622,0.55036062,0.09884105
"29/04/2015 07:59:12",3563,1.56126261,0.14448072
"29/04/2015 08:59:56",3644,8.61743546,0.53395587
"29/04/2015 09:59:53",3597,16.02289200,1.12733257
"29/04/2015 10:59:49",3596,31.25841522,3.59682345
"29/04/2015 11:59:28",3579,36.11544418,2.22604728
"29/04/2015 12:59:14",3586,32.24534607,2.02424645
"29/04/2015 13:59:34",3620,29.38850212,1.93118250
"29/04/2015 14:59:47",3613,30.43584442,3.77815127
"29/04/2015 15:59:07",3560,42.12163544,3.66457605
"29/04/2015 16:59:01",3594,31.07832336,2.06915236
"29/04/2015 17:59:11",3610,24.06739044,1.59254062
"29/04/2015 18:59:19",3608,13.90468121,1.10538983
"29/04/2015 19:59:34",3615,8.20101452,2.86896253
"29/04/2015 20:59:51",3617,2.62223911,2.51933098
"29/04/2015 21:59:01",3550,0.97421992,2.15897632
"29/04/2015 22:59:50",3649,0.99081624,1.60394895
"29/04/2015 23:59:39",3589,0.73140401,0.58099061
"30/04/2015 00:59:57",3618,1.92815852,1.08561599
"30/04/2015 01:58:52",3535,2.32023168,0.28962386
"30/04/2015 02:59:13",3621,1.00682950,1.77810407
"30/04/2015 03:59:35",3622,1.38539231,2.26077366
"30/04/2015 04:59:07",3572,2.07151151,3.36588264
"30/04/2015 05:59:19",3612,0.64636952,2.36245346
"30/04/2015 06:59:28",3609,0.88123381,4.33352423
"30/04/2015 07:59:46",3618,3.51050687,2.12117720
"30/04/2015 08:59:10",3564,9.68888760,2.80574274
"30/04/2015 09:58:57",3587,11.71903896,1.08875608
"30/04/2015 10:59:34",3637,15.73396778,1.57519972
"30/04/2015 11:59:10",3576,21.25335312,1.45521629
"30/04/2015 12:59:40",3630,31.35547066,1.75496566
"30/04/2015 13:59:48",3608,33.57752228,3.35175633
"30/04/2015 14:59:17",3569,37.47357941,2.54731941
"30/04/2015 15:58:25",3548,39.87999725,2.91979694
"30/04/2015 16:59:14",3649,17.62630081,1.79263031
"30/04/2015 17:59:05",3591,16.20738792,1.15090191
"30/04/2015 18:58:14",3549,5.63131571,0.54967248
"30/04/2015 19:59:08",3654,1.51512706,1.01075804
"30/04/2015 20:59:09",3601,1.04036295,2.84785557
"30/04/2015 21:59:26",3617,1.95647538,2.60492849
"30/04/2015 22:59:37",3611,3.82385182,3.17566180
"30/04/2015 23:59:46",3609,2.18497658,4.12836170
